France, Deformation / Velocity field horizontal 
  Long [deg],   Lat [deg],  Vel E [m/yr],  Vel N [m/yr] 
   8.2500000    47.5000000      -0.00005       0.00015 
   8.2500000    47.7500000      -0.00005       0.00015 
   8.2500000    48.0000000      -0.00006       0.00016 
   8.5000000    42.0000000      -0.00006       0.00011 
   8.5000000    42.2500000      -0.00009       0.00013 
   8.5000000    42.5000000      -0.00012       0.00016 
   8.5000000    42.7500000      -0.00015       0.00018 
   8.5000000    43.0000000      -0.00025       0.00024 
   8.5000000    43.2500000      -0.00022       0.00014 
   8.5000000    43.5000000      -0.00023       0.00018 
   8.5000000    43.7500000      -0.00020       0.00009 
   8.5000000    44.0000000      -0.00011       0.00003 
   8.5000000    44.2500000      -0.00005      -0.00000 
   8.5000000    44.5000000      -0.00003       0.00006 
   8.5000000    44.7500000      -0.00006       0.00022 
   8.5000000    45.0000000      -0.00016       0.00027 
   8.5000000    45.2500000      -0.00032       0.00007 
   8.5000000    45.5000000      -0.00043      -0.00017 
   8.5000000    45.7500000      -0.00035      -0.00017 
   8.5000000    46.0000000      -0.00029      -0.00010 
   8.5000000    46.2500000      -0.00024      -0.00002 
   8.5000000    46.5000000      -0.00015       0.00005 
   8.5000000    46.7500000      -0.00008       0.00012 
   8.5000000    47.0000000      -0.00009       0.00012 
   8.5000000    47.2500000      -0.00011       0.00012 
   8.5000000    47.5000000      -0.00007       0.00016 
   8.5000000    47.7500000      -0.00007       0.00015 
   8.5000000    48.0000000      -0.00006       0.00014 
   8.7500000    42.0000000      -0.00009       0.00014 
   8.7500000    42.2500000      -0.00012       0.00017 
   8.7500000    42.5000000      -0.00027       0.00031 
   8.7500000    42.7500000      -0.00027       0.00029 
   8.7500000    43.0000000      -0.00023       0.00026 
   8.7500000    43.2500000      -0.00023       0.00024 
   8.7500000    43.5000000      -0.00023       0.00015 
   8.7500000    43.7500000      -0.00020       0.00013 
   8.7500000    44.0000000      -0.00013       0.00006 
   8.7500000    44.2500000      -0.00009      -0.00000 
   8.7500000    44.5000000      -0.00010       0.00003 
   8.7500000    44.7500000      -0.00017       0.00021 
   8.7500000    45.0000000      -0.00030       0.00029 
   8.7500000    45.2500000      -0.00045       0.00018 
   8.7500000    45.5000000      -0.00055      -0.00001 
   8.7500000    45.7500000      -0.00046      -0.00004 
   8.7500000    46.0000000      -0.00036      -0.00000 
   8.7500000    46.2500000      -0.00029       0.00005 
   8.7500000    46.5000000      -0.00019       0.00009 
   8.7500000    46.7500000      -0.00014       0.00014 
   8.7500000    47.0000000      -0.00011       0.00016 
   8.7500000    47.2500000      -0.00013       0.00012 
   8.7500000    47.5000000      -0.00016       0.00011 
   8.7500000    47.7500000      -0.00008       0.00016 
   8.7500000    48.0000000      -0.00008       0.00015 
   9.0000000    42.0000000      -0.00011       0.00018 
   9.0000000    42.2500000      -0.00028       0.00033 
   9.0000000    42.5000000      -0.00028       0.00033 
   9.0000000    42.7500000      -0.00029       0.00032 
   9.0000000    43.0000000      -0.00025       0.00029 
   9.0000000    43.2500000      -0.00026       0.00026 
   9.0000000    43.5000000      -0.00024       0.00024 
   9.0000000    43.7500000      -0.00022       0.00015 
   9.0000000    44.0000000      -0.00010       0.00012 
   9.0000000    44.2500000      -0.00012       0.00004 
   9.0000000    44.5000000      -0.00015       0.00005 
   9.0000000    44.7500000      -0.00025       0.00023 
   9.0000000    45.0000000      -0.00039       0.00035 
   9.0000000    45.2500000      -0.00053       0.00034 
   9.0000000    45.5000000      -0.00055      -0.00001 
   9.0000000    45.7500000      -0.00049       0.00005 
   9.0000000    46.0000000      -0.00042       0.00006 
   9.0000000    46.2500000      -0.00032       0.00011 
   9.0000000    46.5000000      -0.00023       0.00014 
   9.0000000    46.7500000      -0.00018       0.00017 
   9.0000000    47.0000000      -0.00014       0.00021 
   9.0000000    47.2500000      -0.00013       0.00023 
   9.0000000    47.5000000      -0.00018       0.00011 
   9.0000000    47.7500000      -0.00020       0.00010 
   9.0000000    48.0000000      -0.00009       0.00013 
   9.2500000    42.0000000      -0.00028       0.00035 
   9.2500000    42.2500000      -0.00029       0.00035 
   9.2500000    42.5000000      -0.00029       0.00035 
   9.2500000    42.7500000      -0.00026       0.00032 
   9.2500000    43.0000000      -0.00027       0.00033 
   9.2500000    43.2500000      -0.00028       0.00031 
   9.2500000    43.5000000      -0.00027       0.00029 
   9.2500000    43.7500000      -0.00017       0.00027 
   9.2500000    44.0000000      -0.00015       0.00021 
   9.2500000    44.2500000      -0.00014       0.00017 
   9.2500000    44.5000000      -0.00019       0.00018 
   9.2500000    44.7500000      -0.00030       0.00029 
   9.2500000    45.0000000      -0.00043       0.00042 
   9.2500000    45.2500000      -0.00054       0.00045 
   9.2500000    45.5000000      -0.00054      -0.00000 
   9.2500000    45.7500000      -0.00050       0.00003 
   9.2500000    46.0000000      -0.00045       0.00013 
   9.2500000    46.2500000      -0.00036       0.00016 
   9.2500000    46.5000000      -0.00026       0.00018 
   9.2500000    46.7500000      -0.00021       0.00020 
   9.2500000    47.0000000      -0.00017       0.00022 
   9.2500000    47.2500000      -0.00016       0.00024 
   9.2500000    47.5000000      -0.00016       0.00024 
   9.2500000    47.7500000      -0.00021       0.00009 
   9.2500000    48.0000000      -0.00010       0.00014 
   9.5000000    42.0000000      -0.00029       0.00037 
   9.5000000    42.2500000      -0.00029       0.00037 
   9.5000000    42.5000000      -0.00031       0.00039 
   9.5000000    42.7500000      -0.00027       0.00035 
   9.5000000    43.0000000      -0.00029       0.00034 
   9.5000000    43.2500000      -0.00032       0.00036 
   9.5000000    43.5000000      -0.00028       0.00036 
   9.5000000    43.7500000      -0.00019       0.00032 
   9.5000000    44.0000000      -0.00014       0.00033 
   9.5000000    44.2500000      -0.00014       0.00030 
   9.5000000    44.5000000      -0.00022       0.00030 
   9.5000000    44.7500000      -0.00032       0.00037 
   9.5000000    45.0000000      -0.00042       0.00044 
   9.5000000    45.2500000      -0.00051       0.00045 
   9.5000000    45.5000000      -0.00038       0.00007 
   9.5000000    45.7500000      -0.00036       0.00005 
   9.5000000    46.0000000      -0.00046       0.00017 
   9.5000000    46.2500000      -0.00038       0.00020 
   9.5000000    46.5000000      -0.00033       0.00019 
   9.5000000    46.7500000      -0.00024       0.00023 
   9.5000000    47.0000000      -0.00019       0.00024 
   9.5000000    47.2500000      -0.00022       0.00022 
   9.5000000    47.5000000      -0.00018       0.00025 
   9.5000000    47.7500000      -0.00019       0.00025 
   9.5000000    48.0000000      -0.00024       0.00008 
   9.7500000    42.0000000      -0.00029       0.00038 
   9.7500000    42.2500000      -0.00031       0.00039 
   9.7500000    42.5000000      -0.00026       0.00034 
   9.7500000    42.7500000      -0.00029       0.00034 
   9.7500000    43.0000000      -0.00030       0.00040 
   9.7500000    43.2500000      -0.00033       0.00041 
   9.7500000    43.5000000      -0.00029       0.00040 
   9.7500000    43.7500000      -0.00021       0.00043 
   9.7500000    44.0000000      -0.00013       0.00045 
   9.7500000    44.2500000      -0.00015       0.00041 
   9.7500000    44.5000000      -0.00023       0.00040 
   9.7500000    44.7500000      -0.00032       0.00042 
   9.7500000    45.0000000      -0.00040       0.00045 
   9.7500000    45.2500000      -0.00032       0.00044 
   9.7500000    45.5000000      -0.00033       0.00039 
   9.7500000    45.7500000      -0.00030       0.00004 
   9.7500000    46.0000000      -0.00027       0.00003 
   9.7500000    46.2500000      -0.00039       0.00023 
   9.7500000    46.5000000      -0.00035       0.00021 
   9.7500000    46.7500000      -0.00026       0.00026 
   9.7500000    47.0000000      -0.00022       0.00026 
   9.7500000    47.2500000      -0.00021       0.00023 
   9.7500000    47.5000000      -0.00020       0.00026 
   9.7500000    47.7500000      -0.00020       0.00026 
   9.7500000    48.0000000      -0.00021       0.00025 
  10.0000000    42.0000000      -0.00029       0.00039 
  10.0000000    42.2500000      -0.00031       0.00041 
  10.0000000    42.5000000      -0.00027       0.00036 
  10.0000000    42.7500000      -0.00029       0.00039 
  10.0000000    43.0000000      -0.00031       0.00042 
  10.0000000    43.2500000      -0.00027       0.00044 
  10.0000000    43.5000000      -0.00029       0.00041 
  10.0000000    43.7500000      -0.00022       0.00049 
  10.0000000    44.0000000      -0.00015       0.00050 
  10.0000000    44.2500000      -0.00017       0.00049 
  10.0000000    44.5000000      -0.00024       0.00046 
  10.0000000    44.7500000      -0.00032       0.00047 
  10.0000000    45.0000000      -0.00039       0.00046 
  10.0000000    45.2500000      -0.00028       0.00044 
  10.0000000    45.5000000      -0.00028       0.00040 
  10.0000000    45.7500000      -0.00027       0.00035 
  10.0000000    46.0000000      -0.00024       0.00003 
  10.0000000    46.2500000      -0.00040       0.00026 
  10.0000000    46.5000000      -0.00036       0.00023 
  10.0000000    46.7500000      -0.00032       0.00022 
  10.0000000    47.0000000      -0.00024       0.00028 
  10.0000000    47.2500000      -0.00023       0.00024 
  10.0000000    47.5000000      -0.00022       0.00023 
  10.0000000    47.7500000      -0.00022       0.00027 
  10.0000000    48.0000000      -0.00022       0.00026 
  10.2500000    42.0000000      -0.00030       0.00040 
  10.2500000    42.2500000      -0.00031       0.00042 
  10.2500000    42.5000000      -0.00027       0.00037 
  10.2500000    42.7500000      -0.00029       0.00039 
  10.2500000    43.0000000      -0.00019       0.00042 
  10.2500000    43.2500000      -0.00032       0.00044 
  10.2500000    43.5000000      -0.00025       0.00034 
  10.2500000    43.7500000      -0.00024       0.00052 
  10.2500000    44.0000000      -0.00020       0.00052 
  10.2500000    44.2500000      -0.00021       0.00053 
  10.2500000    44.5000000      -0.00027       0.00051 
  10.2500000    44.7500000      -0.00032       0.00048 
  10.2500000    45.0000000      -0.00038       0.00047 
  10.2500000    45.2500000      -0.00024       0.00045 
  10.2500000    45.5000000      -0.00025       0.00041 
  10.2500000    45.7500000      -0.00025       0.00037 
  10.2500000    46.0000000      -0.00023       0.00032 
  10.2500000    46.2500000      -0.00041       0.00026 
  10.2500000    46.5000000      -0.00036       0.00025 
  10.2500000    46.7500000      -0.00033       0.00023 
  10.2500000    47.0000000      -0.00030       0.00021 
  10.2500000    47.2500000      -0.00022       0.00029 
  10.2500000    47.5000000      -0.00024       0.00024 
  10.2500000    47.7500000      -0.00027       0.00025 
  10.2500000    48.0000000      -0.00023       0.00027 
  10.5000000    42.0000000      -0.00030       0.00041 
  10.5000000    42.2500000      -0.00025       0.00035 
  10.5000000    42.5000000      -0.00027       0.00037 
  10.5000000    42.7500000      -0.00032       0.00040 
  10.5000000    43.0000000      -0.00031       0.00039 
  10.5000000    43.2500000      -0.00021       0.00028 
  10.5000000    43.5000000      -0.00021       0.00030 
  10.5000000    43.7500000      -0.00025       0.00054 
  10.5000000    44.0000000      -0.00025       0.00056 
  10.5000000    44.2500000      -0.00025       0.00055 
  10.5000000    44.5000000      -0.00029       0.00054 
  10.5000000    44.7500000      -0.00032       0.00049 
  10.5000000    45.0000000      -0.00037       0.00048 
  10.5000000    45.2500000      -0.00040       0.00046 
  10.5000000    45.5000000      -0.00023       0.00042 
  10.5000000    45.7500000      -0.00023       0.00038 
  10.5000000    46.0000000      -0.00022       0.00033 
  10.5000000    46.2500000      -0.00039       0.00025 
  10.5000000    46.5000000      -0.00037       0.00026 
  10.5000000    46.7500000      -0.00034       0.00025 
  10.5000000    47.0000000      -0.00031       0.00022 
  10.5000000    47.2500000      -0.00024       0.00030 
  10.5000000    47.5000000      -0.00028       0.00027 
  10.5000000    47.7500000      -0.00025       0.00023 
  10.5000000    48.0000000      -0.00028       0.00025 
  10.7500000    42.0000000      -0.00029       0.00041 
  10.7500000    42.2500000      -0.00025       0.00035 
  10.7500000    42.5000000      -0.00026       0.00037 
  10.7500000    42.7500000      -0.00032       0.00040 
  10.7500000    43.0000000      -0.00031       0.00039 
  10.7500000    43.2500000      -0.00018       0.00026 
  10.7500000    43.5000000      -0.00028       0.00054 
  10.7500000    43.7500000      -0.00028       0.00056 
  10.7500000    44.0000000      -0.00027       0.00057 
  10.7500000    44.2500000      -0.00028       0.00056 
  10.7500000    44.5000000      -0.00030       0.00055 
  10.7500000    44.7500000      -0.00032       0.00050 
  10.7500000    45.0000000      -0.00036       0.00049 
  10.7500000    45.2500000      -0.00039       0.00047 
  10.7500000    45.5000000      -0.00021       0.00042 
  10.7500000    45.7500000      -0.00021       0.00038 
  10.7500000    46.0000000      -0.00021       0.00035 
  10.7500000    46.2500000      -0.00020       0.00031 
  10.7500000    46.5000000      -0.00037       0.00027 
  10.7500000    46.7500000      -0.00034       0.00025 
  10.7500000    47.0000000      -0.00031       0.00024 
  10.7500000    47.2500000      -0.00030       0.00021 
  10.7500000    47.5000000      -0.00030       0.00028 
  10.7500000    47.7500000      -0.00029       0.00027 
  10.7500000    48.0000000      -0.00029       0.00026 
  11.0000000    42.0000000      -0.00023       0.00032 
  11.0000000    42.2500000      -0.00024       0.00034 
  11.0000000    42.5000000      -0.00031       0.00038 
  11.0000000    42.7500000      -0.00030       0.00035 
  11.0000000    43.0000000      -0.00030       0.00038 
  11.0000000    43.2500000      -0.00016       0.00024 
  11.0000000    43.5000000      -0.00027       0.00055 
  11.0000000    43.7500000      -0.00029       0.00057 
  11.0000000    44.0000000      -0.00029       0.00058 
  11.0000000    44.2500000      -0.00030       0.00058 
  11.0000000    44.5000000      -0.00032       0.00057 
  11.0000000    44.7500000      -0.00033       0.00051 
  11.0000000    45.0000000      -0.00035       0.00049 
  11.0000000    45.2500000      -0.00038       0.00047 
  11.0000000    45.5000000      -0.00039       0.00044 
  11.0000000    45.7500000      -0.00020       0.00039 
  11.0000000    46.0000000      -0.00020       0.00035 
  11.0000000    46.2500000      -0.00020       0.00032 
  11.0000000    46.5000000      -0.00039       0.00027 
  11.0000000    46.7500000      -0.00034       0.00026 
  11.0000000    47.0000000      -0.00032       0.00025 
  11.0000000    47.2500000      -0.00030       0.00023 
  11.0000000    47.5000000      -0.00024       0.00030 
  11.0000000    47.7500000      -0.00030       0.00028 
  11.0000000    48.0000000      -0.00030       0.00027 
