# Normal Strain Field, 
# Long [deg],   Lat [deg],   Eps1,          Eps2,         AziEps2 [deg] 
   6.8750000    51.3750000  +7.104075e-10  -2.002077e-10      95.77 
   6.8750000    51.6250000  +6.184040e-10  -7.866061e-11      86.99 
   6.8750000    51.8750000  +5.464076e-10  -1.460161e-11      77.54 
   6.8750000    52.1250000  +4.884523e-10  +7.445324e-12      68.24 
   6.8750000    52.3750000  +4.039813e-09  -1.110155e-09      44.71 
   6.8750000    52.6250000  +3.538732e-09  +1.018256e-09      71.66 
   6.8750000    52.8750000  +3.322867e-09  -1.478477e-09     151.35 
   7.1250000    42.1250000  +9.333867e-10  -3.636130e-10      99.71 
   7.1250000    42.3750000  +1.236070e-09  -3.247561e-10      99.52 
   7.1250000    42.6250000  +1.005089e-10  -4.118053e-10      29.93 
   7.1250000    42.8750000  +2.220544e-11  -2.076795e-09      93.09 
   7.1250000    43.1250000  +7.308127e-09  +4.453329e-11      60.34 
   7.1250000    43.3750000  +2.168453e-09  -5.609846e-09       5.23 
   7.1250000    43.6250000  +4.661068e-09  +1.220281e-09      79.12 
   7.1250000    43.8750000  +1.556897e-09  -7.895227e-09     167.08 
   7.1250000    44.1250000  +2.613642e-09  -3.070877e-09       6.37 
   7.1250000    44.3750000  +5.199693e-09  -1.078144e-09      15.56 
   7.1250000    44.6250000  +9.726601e-09  -5.542004e-10      41.95 
   7.1250000    44.8750000  +3.703002e-09  -3.758270e-09     174.90 
   7.1250000    45.1250000  +3.332272e-09  -3.596341e-09     157.21 
   7.1250000    45.3750000  +5.000584e-09  +1.451031e-09     129.14 
   7.1250000    45.6250000  +6.769706e-09  -8.309570e-10     146.21 
   7.1250000    45.8750000  +3.151617e-09  +2.034650e-09     117.57 
   7.1250000    46.1250000  +3.130272e-09  -4.626948e-10      82.87 
   7.1250000    46.3750000  +4.627541e-09  -2.573945e-09      63.42 
   7.1250000    46.6250000  +2.020257e-09  -7.064609e-09      85.79 
   7.1250000    46.8750000  +1.458824e-09  -2.178885e-10     111.13 
   7.1250000    47.1250000  +1.568206e-09  -1.513921e-09      30.66 
   7.1250000    47.3750000  +3.050653e-09  -1.149049e-09       0.32 
   7.1250000    47.6250000  +8.935349e-09  -4.240782e-09       7.06 
   7.1250000    47.8750000  +1.012744e-08  -6.527793e-09      17.25 
   7.1250000    48.1250000  +5.318936e-09  -5.500871e-09      18.27 
   7.1250000    48.3750000  +3.647599e-09  -3.193249e-09     155.95 
   7.1250000    48.6250000  +2.224272e-09  -8.541440e-09      98.77 
   7.1250000    48.8750000  +2.916912e-09  -1.059548e-08      94.47 
   7.1250000    49.1250000  -1.630992e-09  -4.924666e-09     100.45 
   7.1250000    49.3750000  -1.164545e-09  -4.079930e-09     111.72 
   7.1250000    49.6250000  +1.783788e-09  -1.981000e-09      96.40 
   7.1250000    49.8750000  +2.101253e-09  -9.890503e-10     114.39 
   7.1250000    50.1250000  +1.502298e-09  -1.532545e-09     119.64 
   7.1250000    50.3750000  +1.083976e-09  -1.435364e-09     119.99 
   7.1250000    50.6250000  +2.676482e-09  -8.342273e-10      97.52 
   7.1250000    50.8750000  +1.118621e-09  -5.884767e-10     103.48 
   7.1250000    51.1250000  +9.691942e-10  -3.266353e-10      96.70 
   7.1250000    51.3750000  +8.489748e-10  -1.435209e-10      88.94 
   7.1250000    51.6250000  +7.488955e-10  -3.465884e-11      80.42 
   7.1250000    51.8750000  +6.635593e-10  +1.570390e-11      71.68 
   7.1250000    52.1250000  +5.080783e-09  -6.099265e-10      53.70 
   7.1250000    52.3750000  +1.802237e-09  +1.086158e-10      50.50 
   7.1250000    52.6250000  +5.462459e-10  -3.113464e-09     106.27 
   7.1250000    52.8750000  +2.358693e-10  -7.765885e-12     123.83 
   7.3750000    42.1250000  +9.962591e-10  -3.621163e-10     103.31 
   7.3750000    42.3750000  +9.893524e-10  -3.860181e-10     115.97 
   7.3750000    42.6250000  +1.467311e-09  -1.137625e-10     106.20 
   7.3750000    42.8750000  +3.835999e-09  +3.656068e-10      87.22 
   7.3750000    43.1250000  +1.412569e-09  +4.358341e-10      10.62 
   7.3750000    43.3750000  +1.838752e-09  -5.295675e-09       2.59 
   7.3750000    43.6250000  +4.293676e-09  -1.848038e-09      39.16 
   7.3750000    43.8750000  +3.541064e-09  -3.077650e-09      12.41 
   7.3750000    44.1250000  +3.269372e-09  -3.809286e-09      17.14 
   7.3750000    44.3750000  +5.479200e-09  +1.765797e-10      54.57 
   7.3750000    44.6250000  +5.152258e-09  -3.450942e-09     155.02 
   7.3750000    44.8750000  +1.577804e-09  -2.240821e-09     169.06 
   7.3750000    45.1250000  +4.427231e-09  -5.059265e-09     142.16 
   7.3750000    45.3750000  +2.023142e-09  -4.259039e-09     128.35 
   7.3750000    45.6250000  +4.103193e-09  -2.280851e-09     112.91 
   7.3750000    45.8750000  +3.765770e-09  +1.012364e-09     102.82 
   7.3750000    46.1250000  +5.744408e-09  +3.300397e-09     173.55 
   7.3750000    46.3750000  +4.746452e-09  +3.486081e-09      14.77 
   7.3750000    46.6250000  +8.171636e-09  +1.724429e-09      24.58 
   7.3750000    46.8750000  +1.531744e-09  -1.028707e-09      91.84 
   7.3750000    47.1250000  +1.928372e-09  -2.517479e-09      44.53 
   7.3750000    47.3750000  +9.300968e-10  -1.706332e-09       5.46 
   7.3750000    47.6250000  +1.606003e-09  -6.710518e-09      14.35 
   7.3750000    47.8750000  +8.391160e-09  -7.442544e-09      31.16 
   7.3750000    48.1250000  +2.265143e-09  -8.017204e-09      28.97 
   7.3750000    48.3750000  +1.818593e-10  -9.963382e-09     114.04 
   7.3750000    48.6250000  +2.726492e-09  -6.297330e-09      79.42 
   7.3750000    48.8750000  +1.416938e-09  -1.577117e-08      93.43 
   7.3750000    49.1250000  -1.605796e-09  -6.712108e-09      96.91 
   7.3750000    49.3750000  -6.468482e-10  -2.641437e-09      79.29 
   7.3750000    49.6250000  +8.706079e-10  -1.462794e-09      83.97 
   7.3750000    49.8750000  +1.291127e-09  -1.462269e-09     111.15 
   7.3750000    50.1250000  +1.138719e-09  -1.431034e-09     113.26 
   7.3750000    50.3750000  +9.297191e-10  -1.391912e-09     113.97 
   7.3750000    50.6250000  +3.160042e-09  -2.511301e-10      71.97 
   7.3750000    50.8750000  +1.254338e-09  -5.365894e-10      96.65 
   7.3750000    51.1250000  +1.124988e-09  -2.671513e-10      89.78 
   7.3750000    51.3750000  +1.005183e-09  -9.190384e-11      82.12 
   7.3750000    51.6250000  +8.937781e-10  +2.917222e-12      74.07 
   7.3750000    51.8750000  +7.071346e-09  +1.185387e-09      35.98 
   7.3750000    52.1250000  +4.001965e-09  +9.225493e-10      13.60 
   7.3750000    52.3750000  +6.180950e-10  -2.696015e-09     105.53 
   7.3750000    52.6250000  +2.906209e-10  +8.169778e-11     113.37 
   7.3750000    52.8750000  +2.293880e-10  +1.277048e-11     126.58 
   7.6250000    42.1250000  +7.761910e-10  -4.655485e-10     115.61 
   7.6250000    42.3750000  +9.852825e-10  -6.348627e-10      86.54 
   7.6250000    42.6250000  +1.272928e-09  -2.051200e-10      71.83 
   7.6250000    42.8750000  +5.443585e-09  +1.644362e-11      70.96 
   7.6250000    43.1250000  +1.442620e-09  -2.579919e-09     130.90 
   7.6250000    43.3750000  +1.430378e-09  -1.422199e-09      12.63 
   7.6250000    43.6250000  +1.267072e-09  -3.260327e-09      20.86 
   7.6250000    43.8750000  +2.767055e-09  -3.682333e-09      35.43 
   7.6250000    44.1250000  +2.606134e-09  -4.580989e-09      26.56 
   7.6250000    44.3750000  +6.218936e-09  -5.740100e-09      20.34 
   7.6250000    44.6250000  +4.849197e-09  +2.378420e-09      53.60 
   7.6250000    44.8750000  +2.134661e-09  -7.899712e-09     143.84 
   7.6250000    45.1250000  +7.405468e-09  -1.859820e-08     121.66 
   7.6250000    45.3750000  +2.603088e-09  -7.405704e-09     113.41 
   7.6250000    45.6250000  +3.414934e-09  -1.342113e-09     105.20 
   7.6250000    45.8750000  +3.102676e-09  -1.268709e-09      69.89 
   7.6250000    46.1250000  +3.481469e-09  -6.956377e-11      88.29 
   7.6250000    46.3750000  +4.210126e-09  -2.577684e-09      76.13 
   7.6250000    46.6250000  +4.908027e-09  -6.070524e-09      91.86 
   7.6250000    46.8750000  +2.929053e-09  -1.382137e-09     123.06 
   7.6250000    47.1250000  +8.752626e-10  -2.862065e-09      21.05 
   7.6250000    47.3750000  +2.038466e-09  -1.997808e-09      54.27 
   7.6250000    47.6250000  +1.235783e-09  -4.579860e-09      20.87 
   7.6250000    47.8750000  +4.593340e-09  -7.120152e-09      30.37 
   7.6250000    48.1250000  -1.570937e-09  -6.243013e-09      14.80 
   7.6250000    48.3750000  +2.738990e-09  -4.421911e-09     117.85 
   7.6250000    48.6250000  +7.386180e-09  -7.727358e-09     154.18 
   7.6250000    48.8750000  +2.173241e-09  -3.506351e-09      75.36 
   7.6250000    49.1250000  +8.205579e-10  -2.260312e-09      57.74 
   7.6250000    49.3750000  +6.993080e-10  -1.499182e-09      37.96 
   7.6250000    49.6250000  +5.543227e-10  -8.559339e-10      57.97 
   7.6250000    49.8750000  +7.670367e-10  -1.634664e-09     115.13 
   7.6250000    50.1250000  +3.174298e-09  -1.496734e-10     153.53 
   7.6250000    50.3750000  +2.143377e-09  -1.215650e-09      96.12 
   7.6250000    50.6250000  +2.915235e-09  +1.301185e-09     161.81 
   7.6250000    50.8750000  +1.411220e-09  -4.807034e-10      89.83 
   7.6250000    51.1250000  +1.304208e-09  -2.070873e-10      82.87 
   7.6250000    51.3750000  +1.181639e-09  -4.486864e-11      75.51 
   7.6250000    51.6250000  +7.861726e-09  +3.754341e-10      40.71 
   7.6250000    51.8750000  +8.933114e-10  -1.580437e-10      78.26 
   7.6250000    52.1250000  +1.016173e-09  -5.264422e-09     104.18 
   7.6250000    52.3750000  +3.902887e-10  +1.756253e-10      94.54 
   7.6250000    52.6250000  +2.720966e-10  +1.192108e-10     115.81 
   7.6250000    52.8750000  +2.236223e-10  +2.381398e-11     131.62 
   7.8750000    42.1250000  +1.453827e-09  -9.780986e-10      98.60 
   7.8750000    42.3750000  +1.441867e-09  +5.660395e-11      94.72 
   7.8750000    42.6250000  +1.512613e-09  +2.823170e-10      90.34 
   7.8750000    42.8750000  +9.408213e-10  +4.220546e-10      61.58 
   7.8750000    43.1250000  +3.178373e-09  +1.590337e-10      68.86 
   7.8750000    43.3750000  +7.692987e-10  -1.307894e-09      35.52 
   7.8750000    43.6250000  +2.369145e-09  -2.606291e-09      42.20 
   7.8750000    43.8750000  +2.532000e-09  -3.540694e-09      37.11 
   7.8750000    44.1250000  +3.210560e-09  -6.962449e-09      35.24 
   7.8750000    44.3750000  +3.246260e-09  -7.618050e-09      23.16 
   7.8750000    44.6250000  +3.750231e-09  -3.135924e-09       3.05 
   7.8750000    44.8750000  -3.840520e-10  -1.317692e-08     149.16 
   7.8750000    45.1250000  +9.467397e-09  -2.429853e-09      89.24 
   7.8750000    45.3750000  +4.181415e-09  -2.184082e-09     103.07 
   7.8750000    45.6250000  +3.909345e-09  -9.808229e-10     110.42 
   7.8750000    45.8750000  +2.178116e-09  -1.585772e-09      77.34 
   7.8750000    46.1250000  +3.303842e-09  -4.127663e-09      96.55 
   7.8750000    46.3750000  +3.504193e-09  -1.977204e-10      98.08 
   7.8750000    46.6250000  +4.256141e-09  -1.079763e-10      76.41 
   7.8750000    46.8750000  +3.196933e-09  -4.280641e-09     102.41 
   7.8750000    47.1250000  +1.777976e-09  -4.532310e-10       9.90 
   7.8750000    47.3750000  +1.412501e-09  -1.017809e-09      23.18 
   7.8750000    47.6250000  +3.651921e-09  -1.974472e-09      29.33 
   7.8750000    47.8750000  +1.565656e-10  -5.438409e-09      14.28 
   7.8750000    48.1250000  -1.995795e-09  -5.570301e-09     175.72 
   7.8750000    48.3750000  +4.653991e-10  -3.248149e-09     144.36 
   7.8750000    48.6250000  +7.957911e-09  -1.281202e-08     148.49 
   7.8750000    48.8750000  +1.976821e-08  +8.806566e-10      23.62 
   7.8750000    49.1250000  +8.642525e-09  -8.796504e-10      27.32 
   7.8750000    49.3750000  +3.394515e-09  -1.358399e-09      22.12 
   7.8750000    49.6250000  +1.423396e-09  -1.056915e-09      13.44 
   7.8750000    49.8750000  -1.269457e-11  -1.352899e-09      41.96 
   7.8750000    50.1250000  +1.740053e-09  -2.710506e-09     113.98 
   7.8750000    50.3750000  +2.964528e-09  +1.511114e-09      26.94 
   7.8750000    50.6250000  +2.231951e-09  -1.661861e-09     106.87 
   7.8750000    50.8750000  +3.198730e-09  +1.568366e-09       3.02 
   7.8750000    51.1250000  +3.392421e-09  +1.155339e-09      20.01 
   7.8750000    51.3750000  +7.219588e-09  +5.029039e-10      41.87 
   7.8750000    51.6250000  +1.229724e-09  -1.925199e-10      76.84 
   7.8750000    51.8750000  +1.708487e-09  -8.466298e-10     124.28 
   7.8750000    52.1250000  +5.851074e-10  +2.444203e-10      77.24 
   7.8750000    52.3750000  +3.662665e-10  +2.286613e-10      85.87 
   7.8750000    52.6250000  +2.523131e-10  +1.457357e-10     126.14 
   7.8750000    52.8750000  +4.115608e-10  -3.269677e-09     112.35 
   8.1250000    42.1250000  +1.261030e-09  -1.238838e-10      98.96 
   8.1250000    42.3750000  +1.500778e-09  +6.419226e-11      92.76 
   8.1250000    42.6250000  +1.554634e-09  +2.575512e-10      86.27 
   8.1250000    42.8750000  +1.454297e-09  +3.876194e-10      76.15 
   8.1250000    43.1250000  +3.847097e-09  -9.074666e-10      73.57 
   8.1250000    43.3750000  +2.470111e-09  -2.377337e-09      52.39 
   8.1250000    43.6250000  +2.492506e-09  -2.240715e-09      43.84 
   8.1250000    43.8750000  +2.934515e-09  -2.652850e-09      45.98 
   8.1250000    44.1250000  +7.318805e-10  -5.754134e-09      30.56 
   8.1250000    44.3750000  +3.967037e-10  -9.040526e-09      25.95 
   8.1250000    44.6250000  -6.530643e-09  -1.457592e-08     110.70 
   8.1250000    44.8750000  +5.264659e-10  -5.440102e-09     169.31 
   8.1250000    45.1250000  +6.997589e-09  -6.249623e-10      64.83 
   8.1250000    45.3750000  +6.000587e-09  -8.588753e-10      70.38 
   8.1250000    45.6250000  +3.046274e-09  -2.604884e-09      91.15 
   8.1250000    45.8750000  +2.691906e-09  -2.516055e-09      73.95 
   8.1250000    46.1250000  +2.483023e-09  -2.767517e-09      76.00 
   8.1250000    46.3750000  +3.133779e-09  -2.845571e-10      90.77 
   8.1250000    46.6250000  +4.420434e-09  +2.133719e-11      90.48 
   8.1250000    46.8750000  +3.139736e-09  -5.236757e-10      79.30 
   8.1250000    47.1250000  +1.846479e-09  +4.039776e-10       2.89 
   8.1250000    47.3750000  +2.107705e-09  -6.463362e-10      31.54 
   8.1250000    47.6250000  +5.704063e-10  -1.388045e-09      24.69 
   8.1250000    47.8750000  -4.950962e-10  -4.117546e-09       8.92 
   8.1250000    48.1250000  -1.250890e-09  -5.385435e-09     175.94 
   8.1250000    48.3750000  -3.195019e-10  -4.556108e-09     175.72 
   8.1250000    48.6250000  +2.333644e-09  -2.309230e-09     160.98 
   8.1250000    48.8750000  +1.031544e-08  +5.537490e-10      24.24 
   8.1250000    49.1250000  +1.101099e-08  -9.728963e-10      20.43 
   8.1250000    49.3750000  +4.545224e-09  -1.741395e-09      13.52 
   8.1250000    49.6250000  +1.092053e-09  -1.720175e-09     176.88 
   8.1250000    49.8750000  +1.050866e-09  -1.246147e-09     177.92 
   8.1250000    50.1250000  +4.392913e-12  -2.327588e-09      93.90 
   8.1250000    50.3750000  +2.517896e-09  -3.056495e-09      84.03 
   8.1250000    50.6250000  +1.870233e-09  -1.286496e-09      80.65 
   8.1250000    50.8750000  +2.453795e-09  -1.300261e-09      79.92 
   8.1250000    51.1250000  +3.734878e-09  -2.588908e-10      63.96 
   8.1250000    51.3750000  +1.638572e-09  -2.083417e-10      75.91 
   8.1250000    51.6250000  +1.340951e-09  -1.348063e-10      72.06 
   8.1250000    51.8750000  +1.078132e-09  -3.868187e-09     102.06 
   8.1250000    52.1250000  +5.905919e-10  +2.890242e-10      64.85 
   8.1250000    52.3750000  +3.362800e-10  +2.706411e-10      63.31 
   8.1250000    52.6250000  +4.123059e-10  -2.673013e-09     113.07 
   8.1250000    52.8750000  +4.405677e-10  -3.948818e-12     153.79 
   8.3750000    42.1250000  +1.362528e-09  -1.429282e-10      98.08 
   8.3750000    42.3750000  +1.611239e-09  +8.306979e-11      89.01 
   8.3750000    42.6250000  +1.656249e-09  +2.234271e-10      82.16 
   8.3750000    42.8750000  +2.584940e-09  +3.630434e-10      89.12 
   8.3750000    43.1250000  +5.507560e-09  -2.868787e-10      83.88 
   8.3750000    43.3750000  +1.740245e-09  -2.538055e-09     133.47 
   8.3750000    43.6250000  +1.898580e-09  -8.461183e-10      49.87 
   8.3750000    43.8750000  +3.644956e-09  -7.489769e-09     135.32 
   8.3750000    44.1250000  +9.588492e-10  -2.898392e-09      23.66 
   8.3750000    44.3750000  -1.540608e-09  -8.328516e-09     161.34 
   8.3750000    44.6250000  +6.619102e-09  -6.297062e-09      12.93 
   8.3750000    44.8750000  -2.019419e-09  -3.100172e-09     148.18 
   8.3750000    45.1250000  +3.435282e-09  -1.258804e-09      62.44 
   8.3750000    45.3750000  +5.468406e-09  -3.023855e-09      74.74 
   8.3750000    45.6250000  +2.284770e-09  -4.471773e-09      87.45 
   8.3750000    45.8750000  +2.147325e-09  -3.023562e-09      69.36 
   8.3750000    46.1250000  +1.980845e-09  -4.962051e-09      64.29 
   8.3750000    46.3750000  +3.473387e-09  -4.301723e-09      72.99 
   8.3750000    46.6250000  +5.067691e-09  -1.876274e-09      77.51 
   8.3750000    46.8750000  +3.393993e-09  -1.049660e-09      66.02 
   8.3750000    47.1250000  +1.208029e-09  -3.271005e-09      86.94 
   8.3750000    47.3750000  +1.010852e-09  -6.402026e-10      33.18 
   8.3750000    47.6250000  +1.101134e-10  -9.737648e-10      36.67 
   8.3750000    47.8750000  +7.964764e-10  -3.369011e-09       6.24 
   8.3750000    48.1250000  -8.384683e-10  -4.034537e-09     179.79 
   8.3750000    48.3750000  -1.403996e-11  -3.582142e-09       1.06 
   8.3750000    48.6250000  +1.383506e-09  -8.755369e-10      25.25 
   8.3750000    48.8750000  +6.742472e-09  +3.968180e-10      31.64 
   8.3750000    49.1250000  +6.039951e-09  -1.748354e-09       8.45 
   8.3750000    49.3750000  +2.705605e-09  -2.552065e-09     179.67 
   8.3750000    49.6250000  +1.155527e-09  -2.778557e-09     179.73 
   8.3750000    49.8750000  -1.176305e-09  -1.492314e-09     132.69 
   8.3750000    50.1250000  +6.526338e-10  -2.593109e-09      97.45 
   8.3750000    50.3750000  +1.742838e-09  -1.965038e-09      82.27 
   8.3750000    50.6250000  +2.368620e-09  -1.189103e-09      78.21 
   8.3750000    50.8750000  +3.725926e-09  -1.772575e-10      64.72 
   8.3750000    51.1250000  +2.084895e-09  -1.583108e-10      74.72 
   8.3750000    51.3750000  +1.798906e-09  -8.579171e-11      71.41 
   8.3750000    51.6250000  +1.511572e-09  -1.183777e-10     114.11 
   8.3750000    51.8750000  +9.450723e-10  +3.431078e-10      58.85 
   8.3750000    52.1250000  +5.993164e-10  +3.072791e-10      49.62 
   8.3750000    52.3750000  +4.157711e-10  -2.006580e-09     113.60 
   8.3750000    52.6250000  +4.993673e-10  +8.362169e-11     161.44 
   8.3750000    52.8750000  +4.590872e-10  -5.913529e-11     154.68 
   8.6250000    42.1250000  +1.557422e-09  -6.052605e-11      92.38 
   8.6250000    42.3750000  +1.782353e-09  +1.383972e-10      82.04 
   8.6250000    42.6250000  +1.929926e-09  +2.101880e-10      78.37 
   8.6250000    42.8750000  +2.612198e-09  -1.100970e-09      86.29 
   8.6250000    43.1250000  +1.513766e-09  +3.274959e-10      74.61 
   8.6250000    43.3750000  +4.478540e-09  +1.595335e-10      79.83 
   8.6250000    43.6250000  +6.174626e-10  -9.246740e-09     166.53 
   8.6250000    43.8750000  +5.879894e-09  -7.153476e-10      77.26 
   8.6250000    44.1250000  +1.157067e-09  -2.426611e-09      43.62 
   8.6250000    44.3750000  -1.949415e-09  -5.299819e-09       7.78 
   8.6250000    44.6250000  -3.244005e-09  -4.055273e-09     150.97 
   8.6250000    44.8750000  -1.512013e-09  -2.893291e-09     127.07 
   8.6250000    45.1250000  +1.579275e-09  -1.747928e-09      79.88 
   8.6250000    45.3750000  +4.139226e-09  -1.336415e-09      72.51 
   8.6250000    45.6250000  +2.422039e-09  -2.528562e-09      68.79 
   8.6250000    45.8750000  +2.638516e-09  -3.659401e-09      60.49 
   8.6250000    46.1250000  +3.336656e-09  -5.298014e-09      59.37 
   8.6250000    46.3750000  +3.647134e-09  -5.052178e-09      62.75 
   8.6250000    46.6250000  +3.895693e-09  -2.746190e-09      69.66 
   8.6250000    46.8750000  +2.883854e-09  -1.820962e-09      72.66 
   8.6250000    47.1250000  +2.302557e-09  -2.281989e-09      63.74 
   8.6250000    47.3750000  -9.016165e-11  -3.552745e-09      79.23 
   8.6250000    47.6250000  +1.940039e-10  -3.310574e-09      75.48 
   8.6250000    47.8750000  -2.153142e-09  -2.911022e-09      20.41 
   8.6250000    48.1250000  -7.666123e-10  -3.151467e-09       6.50 
   8.6250000    48.3750000  -3.475686e-10  -2.135257e-09       7.62 
   8.6250000    48.6250000  +1.880864e-09  -1.430338e-09      29.54 
   8.6250000    48.8750000  +3.567382e-09  -4.348635e-11      51.80 
   8.6250000    49.1250000  +1.549955e-09  -5.398613e-09     142.95 
   8.6250000    49.3750000  +1.653280e-09  -3.695511e-09     157.92 
   8.6250000    49.6250000  +1.248552e-09  -3.414488e-09     157.49 
   8.6250000    49.8750000  +1.864521e-09  -3.539735e-09     157.77 
   8.6250000    50.1250000  +4.215731e-10  -4.045257e-10      93.39 
   8.6250000    50.3750000  +2.431452e-09  -3.840035e-10      66.63 
   8.6250000    50.6250000  +3.245792e-09  +8.779893e-10      64.66 
   8.6250000    50.8750000  +2.509980e-09  +6.889110e-11      71.13 
   8.6250000    51.1250000  +2.293538e-09  +9.740467e-11      70.31 
   8.6250000    51.3750000  +1.960210e-09  +5.562877e-11      67.26 
   8.6250000    51.6250000  +1.253385e-09  -2.105015e-09      96.43 
   8.6250000    51.8750000  +9.922123e-10  +3.618412e-10      48.40 
   8.6250000    52.1250000  +4.296541e-10  -1.242743e-09     113.39 
   8.6250000    52.3750000  +6.073329e-10  +1.755854e-10     173.81 
   8.6250000    52.6250000  +5.266217e-10  -6.271960e-13     161.21 
   8.6250000    52.8750000  +4.787679e-10  -1.319574e-10     154.38 
   8.8750000    42.1250000  +5.181620e-09  -2.400773e-09      48.69 
   8.8750000    42.3750000  +6.428447e-09  -3.649035e-09      47.57 
   8.8750000    42.6250000  +7.484081e-09  -4.101963e-09      49.28 
   8.8750000    42.8750000  +8.931215e-09  -5.017525e-09      43.91 
   8.8750000    43.1250000  +9.901798e-09  -5.999062e-09      43.37 
   8.8750000    43.3750000  +5.175827e-09  -1.174719e-09      36.89 
   8.8750000    43.6250000  +2.543406e-09  -5.847219e-09      16.77 
   8.8750000    43.8750000  +2.369883e-08  -1.135251e-08      44.74 
   8.8750000    44.1250000  -6.684006e-10  -1.815124e-09     157.20 
   8.8750000    44.3750000  +6.726508e-09  -7.473647e-09      36.18 
   8.8750000    44.6250000  +1.215538e-09  -4.933242e-09      33.23 
   8.8750000    44.8750000  +4.298960e-09  -4.690684e-09      41.46 
   8.8750000    45.1250000  +1.623846e-09  -1.460734e-09      79.13 
   8.8750000    45.3750000  +3.358203e-09  -1.078305e-09      77.02 
   8.8750000    45.6250000  +3.184609e-09  -1.653516e-09      66.01 
   8.8750000    45.8750000  +2.227583e-09  -3.165417e-09      52.04 
   8.8750000    46.1250000  +4.935398e-09  -3.920529e-09      47.74 
   8.8750000    46.3750000  +3.303112e-09  -3.036896e-09      46.74 
   8.8750000    46.6250000  +3.622069e-09  -2.818475e-09      60.08 
   8.8750000    46.8750000  +2.505642e-09  -2.566734e-09      66.87 
   8.8750000    47.1250000  +2.705793e-09  -1.811649e-09      57.71 
   8.8750000    47.3750000  +1.964470e-09  -9.118557e-10      22.32 
   8.8750000    47.6250000  +3.502765e-09  -1.043870e-09      42.07 
   8.8750000    47.8750000  +7.872741e-10  -2.762941e-09       2.49 
   8.8750000    48.1250000  +8.889251e-10  -2.607980e-09      13.25 
   8.8750000    48.3750000  +4.786724e-10  -1.802251e-09      23.25 
   8.8750000    48.6250000  +1.043337e-09  -1.923084e-09      20.81 
   8.8750000    48.8750000  +2.841185e-09  -1.751949e-09      31.74 
   8.8750000    49.1250000  +1.525620e-09  -3.426440e-09     140.21 
   8.8750000    49.3750000  +2.707671e-09  -4.620173e-09     148.87 
   8.8750000    49.6250000  +2.864193e-09  -4.433086e-09     157.55 
   8.8750000    49.8750000  +2.479848e-09  -3.243888e-09     155.41 
   8.8750000    50.1250000  +3.227860e-09  +2.333812e-10      11.89 
   8.8750000    50.3750000  +4.053456e-09  +4.626745e-10      34.20 
   8.8750000    50.6250000  +3.551709e-09  +8.081666e-10      64.25 
   8.8750000    50.8750000  +2.411240e-09  +1.449861e-09      76.49 
   8.8750000    51.1250000  +2.485504e-09  +3.857386e-10      66.86 
   8.8750000    51.3750000  +1.782356e-09  +5.812749e-10      89.53 
   8.8750000    51.6250000  +1.542146e-09  +4.946132e-10      50.22 
   8.8750000    51.8750000  +4.924666e-10  -3.543050e-10     108.90 
   8.8750000    52.1250000  +8.219193e-10  +2.526836e-10       7.88 
   8.8750000    52.3750000  +6.400317e-10  +5.471280e-11     170.08 
   8.8750000    52.6250000  +5.520598e-10  -1.085405e-10     159.37 
   8.8750000    52.8750000  +4.993370e-10  -2.215085e-10     153.12 
   9.1250000    42.1250000  +5.184690e-09  -3.632117e-10      58.56 
   9.1250000    42.3750000  +4.937319e-09  -1.513079e-10      58.96 
   9.1250000    42.6250000  +5.359938e-09  -1.522766e-10      56.02 
   9.1250000    42.8750000  +5.394139e-09  -1.381899e-09     126.98 
   9.1250000    43.1250000  +2.568763e-09  -7.653625e-09     157.93 
   9.1250000    43.3750000  +2.836823e-09  -9.117596e-10      49.90 
   9.1250000    43.6250000  +1.976220e-08  -3.529483e-09      62.89 
   9.1250000    43.8750000  +1.063973e-09  -1.962337e-08       6.98 
   9.1250000    44.1250000  +2.442905e-08  -9.748256e-09      48.86 
   9.1250000    44.3750000  +3.861745e-09  -8.585191e-09      29.24 
   9.1250000    44.6250000  +7.474151e-09  -5.867515e-09      44.20 
   9.1250000    44.8750000  +3.398563e-09  -8.546731e-09      22.46 
   9.1250000    45.1250000  +1.309805e-08  -6.288199e-09      39.72 
   9.1250000    45.3750000  +3.953673e-09  -2.451737e-09      70.70 
   9.1250000    45.6250000  +3.967274e-09  -1.840881e-09      66.26 
   9.1250000    45.8750000  +1.863049e-09  -2.366962e-09      46.76 
   9.1250000    46.1250000  +3.224441e-09  -4.076149e-09      37.93 
   9.1250000    46.3750000  +3.514115e-09  -3.292014e-09      48.82 
   9.1250000    46.6250000  +2.842339e-09  -2.463241e-09      54.08 
   9.1250000    46.8750000  +3.018170e-09  -2.153686e-09      57.95 
   9.1250000    47.1250000  +1.973823e-09  -2.737678e-09      56.32 
   9.1250000    47.3750000  +5.857906e-10  -1.797562e-09      73.32 
   9.1250000    47.6250000  +2.212010e-09  -1.804792e-09      38.02 
   9.1250000    47.8750000  -4.446417e-10  -2.455770e-09     133.93 
   9.1250000    48.1250000  +7.138177e-10  -2.083948e-09       2.34 
   9.1250000    48.3750000  +2.003552e-09  -1.726008e-09       9.48 
   9.1250000    48.6250000  +1.330430e-10  -2.901746e-09      65.68 
   9.1250000    48.8750000  -3.765718e-09  -4.169626e-09     172.80 
