# Normal Strain Field, 
# Long [deg],   Lat [deg],   Eps1,          Eps2,         AziEps2 [deg] 
   1.6250000    48.3750000  +2.873180e-09  -1.847878e-09     165.23 
   1.6250000    48.6250000  +3.317180e-09  -2.021630e-09     166.62 
   1.6250000    48.8750000  +3.518824e-09  -1.213703e-09     159.11 
   1.6250000    49.1250000  +3.611037e-09  -1.022427e-09     158.76 
   1.6250000    49.3750000  +2.439482e-09  -1.495852e-09     159.80 
   1.6250000    49.6250000  +1.956514e-09  -6.574014e-10     151.45 
   1.6250000    49.8750000  +1.398741e-09  -5.123644e-10     148.63 
   1.6250000    50.1250000  +9.737163e-10  -4.235549e-10     146.13 
   1.6250000    50.3750000  +9.384057e-10  -8.290457e-10      94.96 
   1.6250000    50.6250000  +4.116970e-10  -3.128662e-10     136.73 
   1.6250000    50.8750000  +2.517584e-10  -2.981429e-10     134.30 
   1.6250000    51.1250000  +1.419510e-10  -2.885083e-10     132.56 
   1.6250000    51.3750000  +6.801071e-11  -2.808271e-10     131.73 
   1.6250000    51.6250000  +1.971134e-11  -2.736920e-10     131.89 
   1.6250000    51.8750000  -1.015028e-11  -2.667333e-10     132.95 
   1.6250000    52.1250000  -2.673068e-11  -2.600057e-10     134.64 
   1.6250000    52.3750000  +9.146641e-10  -6.088250e-09     101.08 
   1.6250000    52.6250000  +5.601337e-11  -4.889723e-10     113.21 
   1.6250000    52.8750000  +4.476582e-09  -1.488063e-09      64.72 
   1.8750000    42.1250000  +1.495991e-09  -1.111627e-09     168.99 
   1.8750000    42.3750000  +2.593855e-09  +4.267412e-10     148.01 
   1.8750000    42.6250000  +6.450833e-09  +5.860416e-10     140.97 
   1.8750000    42.8750000  +7.993648e-09  +1.306561e-09     139.25 
   1.8750000    43.1250000  +4.760593e-09  +6.964244e-10     162.70 
   1.8750000    43.3750000  +3.363220e-09  -3.936183e-09       8.26 
   1.8750000    43.6250000  -6.146676e-10  -1.889426e-09      31.09 
   1.8750000    43.8750000  -1.206102e-10  -1.811502e-09      79.14 
   1.8750000    44.1250000  -1.576514e-09  -1.869491e-09       3.83 
   1.8750000    44.3750000  +1.342876e-10  -2.094821e-09       1.17 
   1.8750000    44.6250000  -4.096988e-11  -1.814155e-09      63.05 
   1.8750000    44.8750000  -4.501339e-10  -1.195816e-09      62.68 
   1.8750000    45.1250000  +1.215156e-09  -3.506092e-09      49.51 
   1.8750000    45.3750000  +1.291880e-09  -9.161913e-10      75.79 
   1.8750000    45.6250000  +1.294641e-09  +1.834553e-10     107.73 
   1.8750000    45.8750000  +1.099670e-09  +4.573680e-10     104.76 
   1.8750000    46.1250000  +1.043295e-09  +5.614844e-10     156.47 
   1.8750000    46.3750000  +6.419753e-10  +1.150410e-10     141.01 
   1.8750000    46.6250000  +9.190681e-10  -3.930951e-10     113.04 
   1.8750000    46.8750000  +1.761578e-09  +4.559934e-10     122.94 
   1.8750000    47.1250000  +1.418245e-09  -7.190857e-10     167.91 
   1.8750000    47.3750000  +1.385655e-09  +2.361834e-11     143.59 
   1.8750000    47.6250000  +2.050567e-09  -4.163723e-10     148.96 
   1.8750000    47.8750000  +2.187223e-09  -6.391246e-10     161.84 
   1.8750000    48.1250000  +2.016212e-09  -1.602982e-09     160.84 
   1.8750000    48.3750000  +2.261152e-09  -1.882738e-09     168.00 
   1.8750000    48.6250000  +2.772012e-09  -1.770861e-09     167.27 
   1.8750000    48.8750000  +3.625299e-09  -1.054431e-09     159.36 
   1.8750000    49.1250000  +3.542112e-09  -7.000389e-10     151.36 
   1.8750000    49.3750000  +2.420930e-09  -1.228223e-09     155.00 
   1.8750000    49.6250000  +1.901234e-09  -5.123530e-10     144.57 
   1.8750000    49.8750000  +1.316088e-09  -4.308113e-10     141.08 
   1.8750000    50.1250000  +1.142290e-09  -7.989275e-10      99.90 
   1.8750000    50.3750000  +5.801876e-10  -3.516665e-10     130.79 
   1.8750000    50.6250000  +3.558294e-10  -3.401358e-10     128.00 
   1.8750000    50.8750000  +1.999989e-10  -3.304010e-10     125.91 
   1.8750000    51.1250000  +9.364316e-11  -3.202654e-10     124.78 
   1.8750000    51.3750000  +2.291230e-11  -3.091632e-10     124.77 
   1.8750000    51.6250000  -2.201059e-11  -2.975322e-10     125.96 
   1.8750000    51.8750000  -4.808466e-11  -2.861861e-10     128.17 
   1.8750000    52.1250000  +8.495850e-10  -5.867507e-09     101.51 
   1.8750000    52.3750000  +5.000769e-11  -5.331136e-10     111.78 
   1.8750000    52.6250000  +3.578697e-11  -5.199180e-10     111.31 
   1.8750000    52.8750000  +1.086829e-08  -1.104129e-10      39.59 
   2.1250000    42.1250000  +1.267026e-09  -1.314211e-09       5.77 
   2.1250000    42.3750000  +9.653211e-10  -1.246179e-09     177.05 
   2.1250000    42.6250000  +4.244533e-09  +5.560364e-10     135.98 
   2.1250000    42.8750000  +9.358051e-09  +4.430662e-10     126.47 
   2.1250000    43.1250000  +4.057294e-09  -2.197492e-09     109.32 
   2.1250000    43.3750000  -4.073494e-10  -4.224811e-09     132.06 
   2.1250000    43.6250000  -1.038995e-09  -2.287475e-09     103.99 
   2.1250000    43.8750000  -1.022555e-09  -6.729025e-09      85.92 
   2.1250000    44.1250000  -1.978071e-09  -3.115974e-09      10.78 
   2.1250000    44.3750000  -9.954264e-10  -1.631180e-09     106.80 
   2.1250000    44.6250000  +4.040458e-10  -2.000489e-09      57.85 
   2.1250000    44.8750000  +1.599119e-09  -2.365725e-09      84.79 
   2.1250000    45.1250000  -2.235773e-10  -3.191258e-09      23.90 
   2.1250000    45.3750000  +7.915653e-10  -1.810504e-09      45.60 
   2.1250000    45.6250000  +2.286527e-09  -4.405226e-10      61.58 
   2.1250000    45.8750000  +1.229538e-09  +4.595473e-10      68.04 
   2.1250000    46.1250000  +1.341640e-09  +1.137307e-10     150.66 
   2.1250000    46.3750000  +1.457826e-09  -3.296693e-10     144.87 
   2.1250000    46.6250000  +1.021974e-09  +6.148779e-10     152.76 
   2.1250000    46.8750000  +1.447295e-09  +6.113836e-11     115.29 
   2.1250000    47.1250000  +5.749606e-10  -7.371891e-10     164.13 
   2.1250000    47.3750000  +9.920714e-10  -1.952111e-10     166.53 
   2.1250000    47.6250000  +9.228149e-10  -3.120420e-10     154.59 
   2.1250000    47.8750000  +1.162796e-09  -1.195658e-09     161.06 
   2.1250000    48.1250000  +1.746895e-09  -1.242914e-09     166.18 
   2.1250000    48.3750000  +1.631330e-09  -1.788081e-09     173.10 
   2.1250000    48.6250000  +2.411732e-09  -1.875654e-09     168.61 
   2.1250000    48.8750000  +3.565137e-09  -9.537996e-10     155.64 
   2.1250000    49.1250000  +3.743796e-09  -4.577877e-10     145.27 
   2.1250000    49.3750000  +2.199758e-09  -9.588761e-10     148.18 
   2.1250000    49.6250000  +1.739952e-09  -4.395928e-10     135.06 
   2.1250000    49.8750000  +2.061539e-09  -4.466391e-10     122.38 
   2.1250000    50.1250000  +8.135236e-10  -4.224477e-10     123.75 
   2.1250000    50.3750000  +5.103008e-10  -4.148117e-10     120.66 
   2.1250000    50.6250000  +2.952099e-10  -4.029156e-10     118.27 
   2.1250000    50.8750000  +1.451380e-10  -3.869992e-10     116.76 
   2.1250000    51.1250000  +4.277873e-11  -3.680106e-10     116.33 
   2.1250000    51.3750000  -2.456103e-11  -3.474661e-10     117.19 
   2.1250000    51.6250000  +9.880531e-10  -7.355992e-10     143.62 
   2.1250000    51.8750000  +2.810799e-09  -2.088983e-09     133.27 
   2.1250000    52.1250000  +4.290146e-11  -5.864363e-10     110.03 
   2.1250000    52.3750000  +2.600384e-11  -5.697491e-10     109.73 
   2.1250000    52.6250000  +4.794818e-09  -1.169340e-09      70.25 
   2.1250000    52.8750000  +3.074706e-10  -3.027712e-10      85.17 
   2.3750000    42.1250000  +1.701481e-09  -2.259099e-09     176.41 
   2.3750000    42.3750000  +1.411289e-09  -2.870261e-09      12.99 
   2.3750000    42.6250000  -1.315584e-10  -1.892759e-09      78.61 
   2.3750000    42.8750000  +9.866079e-09  -3.273942e-09     107.12 
   2.3750000    43.1250000  +4.149367e-09  -9.680396e-09      89.23 
   2.3750000    43.3750000  +1.503960e-09  -5.486365e-09     108.71 
   2.3750000    43.6250000  +9.917844e-10  -6.590725e-09     108.96 
   2.3750000    43.8750000  +7.333316e-10  -2.927754e-09      18.10 
   2.3750000    44.1250000  -2.071834e-09  -3.182511e-09     175.90 
   2.3750000    44.3750000  -5.662549e-11  -2.121457e-09     104.39 
   2.3750000    44.6250000  +7.255466e-10  -2.268034e-09      57.36 
   2.3750000    44.8750000  +2.881076e-09  -3.313609e-09      59.78 
   2.3750000    45.1250000  +9.043063e-10  -2.992336e-09      31.02 
   2.3750000    45.3750000  +1.656117e-09  -2.957238e-09      43.95 
   2.3750000    45.6250000  +2.111174e-09  -1.899045e-09      51.59 
   2.3750000    45.8750000  +2.353028e-09  -5.274452e-10      38.57 
   2.3750000    46.1250000  +5.910191e-10  -2.263678e-10      22.70 
   2.3750000    46.3750000  +7.100444e-10  +9.880204e-11      70.73 
   2.3750000    46.6250000  +6.323665e-10  -5.212065e-11      78.98 
   2.3750000    46.8750000  +1.495261e-09  -8.682266e-09      87.65 
   2.3750000    47.1250000  -4.949170e-11  -7.772049e-10      21.37 
   2.3750000    47.3750000  +6.112583e-10  -5.723553e-10     162.65 
   2.3750000    47.6250000  +8.687458e-10  -7.675261e-10     169.92 
   2.3750000    47.8750000  +7.429680e-10  -1.605100e-09     164.67 
   2.3750000    48.1250000  +4.679678e-10  -9.842752e-10      11.24 
   2.3750000    48.3750000  +4.806385e-10  -2.171462e-09     177.42 
   2.3750000    48.6250000  +1.173176e-09  -1.847838e-09     177.49 
   2.3750000    48.8750000  +3.032044e-09  -6.459419e-10     151.30 
   2.3750000    49.1250000  +3.488870e-09  -2.841899e-10     133.54 
   2.3750000    49.3750000  +1.582178e-09  -8.392302e-10     134.14 
   2.3750000    49.6250000  +1.517753e-09  -5.336037e-10     122.00 
   2.3750000    49.8750000  +1.629471e-09  -1.291236e-09      97.47 
   2.3750000    50.1250000  +7.287769e-10  -5.652133e-10     112.61 
   2.3750000    50.3750000  +4.418050e-10  -5.383720e-10     110.25 
   2.3750000    50.6250000  +2.351583e-10  -5.056460e-10     108.55 
   2.3750000    50.8750000  +8.995582e-11  -4.695046e-10     107.67 
   2.3750000    51.1250000  -8.958789e-12  -4.320995e-10     107.87 
   2.3750000    51.3750000  +6.503054e-10  -1.234812e-09     159.12 
   2.3750000    51.6250000  -4.901095e-11  -4.405568e-10     110.93 
   2.3750000    51.8750000  +1.473275e-09  -6.240426e-09      95.82 
   2.3750000    52.1250000  +1.383604e-11  -6.300182e-10     107.81 
   2.3750000    52.3750000  +3.506825e-13  -6.069659e-10     107.79 
   2.3750000    52.6250000  +1.060758e-08  -1.453444e-10      39.64 
   2.3750000    52.8750000  +1.927209e-09  -3.381601e-09      56.36 
   2.6250000    42.1250000  -3.787024e-10  -2.656950e-09      36.11 
   2.6250000    42.3750000  -5.861866e-12  -3.475384e-09      37.52 
   2.6250000    42.6250000  -1.557141e-10  -6.368491e-09      59.35 
   2.6250000    42.8750000  +1.133983e-08  -1.435619e-08      88.59 
   2.6250000    43.1250000  +3.040372e-09  -2.073924e-08      71.99 
   2.6250000    43.3750000  +6.424727e-09  -4.755002e-09     120.33 
   2.6250000    43.6250000  +5.748072e-09  +4.074412e-10      11.71 
   2.6250000    43.8750000  -2.710579e-09  -3.280736e-09       8.07 
   2.6250000    44.1250000  -1.234051e-09  -3.229614e-09       1.92 
   2.6250000    44.3750000  +2.275240e-09  -1.552231e-09      98.93 
   2.6250000    44.6250000  +2.379973e-09  -2.116570e-09      65.04 
   2.6250000    44.8750000  +1.347063e-09  -2.330131e-09      42.52 
   2.6250000    45.1250000  +1.370140e-09  -3.440384e-09      46.12 
   2.6250000    45.3750000  +1.253700e-09  -3.522007e-09      45.39 
   2.6250000    45.6250000  +2.070042e-09  -2.790283e-09      47.68 
   2.6250000    45.8750000  +7.625356e-10  -1.040063e-09      47.17 
   2.6250000    46.1250000  -6.127669e-11  -1.332344e-09     123.32 
   2.6250000    46.3750000  +3.300011e-10  -1.863589e-10      90.93 
   2.6250000    46.6250000  +3.024206e-09  -1.930884e-09     129.21 
   2.6250000    46.8750000  +3.569366e-09  -2.536608e-09      50.81 
   2.6250000    47.1250000  +1.218430e-10  -1.345794e-09       9.47 
   2.6250000    47.3750000  -2.356459e-10  -8.442165e-10      34.21 
   2.6250000    47.6250000  +1.717394e-10  -1.678871e-09     172.37 
   2.6250000    47.8750000  -5.277855e-11  -5.051017e-10     179.28 
   2.6250000    48.1250000  -4.188024e-10  -1.995908e-09     177.52 
   2.6250000    48.3750000  +7.135451e-10  -2.659719e-09      26.26 
   2.6250000    48.6250000  +5.738373e-11  -2.696294e-09      22.85 
   2.6250000    48.8750000  +8.449204e-10  -9.537379e-10     101.36 
   2.6250000    49.1250000  +2.924017e-09  -1.166168e-09     109.29 
   2.6250000    49.3750000  +1.241928e-09  -1.042792e-09     118.52 
   2.6250000    49.6250000  +1.980787e-09  -1.039667e-09      93.76 
   2.6250000    49.8750000  +1.022860e-09  -1.172200e-09      76.60 
   2.6250000    50.1250000  +6.520886e-10  -7.965942e-10     102.40 
   2.6250000    50.3750000  +3.759883e-10  -7.172518e-10     100.87 
   2.6250000    50.6250000  +1.750785e-10  -6.431208e-10      99.80 
   2.6250000    50.8750000  +1.151787e-09  -6.331426e-10     142.86 
   2.6250000    51.1250000  +6.076602e-10  -1.194410e-09     160.18 
   2.6250000    51.3750000  -6.225654e-11  -5.276048e-10     103.82 
   2.6250000    51.6250000  +2.544438e-09  -1.662016e-09     122.27 
   2.6250000    51.8750000  -1.560190e-12  -7.042377e-10     105.43 
   2.6250000    52.1250000  +1.145404e-09  -3.542689e-09      59.45 
   2.6250000    52.3750000  +6.094266e-09  -4.595136e-09      63.56 
   2.6250000    52.6250000  +3.850263e-09  -2.332557e-09      70.88 
   2.6250000    52.8750000  +3.711848e-10  -2.976622e-10      86.60 
   2.8750000    42.1250000  +1.036786e-09  -1.775074e-09      31.73 
   2.8750000    42.3750000  -6.085292e-10  -3.464311e-09      75.49 
   2.8750000    42.6250000  +5.091562e-09  -7.711977e-09      68.67 
   2.8750000    42.8750000  +1.095245e-08  -7.587653e-09      94.75 
   2.8750000    43.1250000  +2.345416e-08  -1.470938e-08      10.61 
   2.8750000    43.3750000  +1.388745e-08  -8.804172e-09      71.13 
   2.8750000    43.6250000  +2.616996e-09  -4.593308e-09     133.32 
   2.8750000    43.8750000  +4.278054e-09  -3.820239e-09       8.72 
   2.8750000    44.1250000  +6.311184e-10  -4.517415e-09      20.61 
   2.8750000    44.3750000  +6.655358e-09  -2.243256e-09      70.64 
   2.8750000    44.6250000  +1.023207e-09  -1.714638e-09      66.08 
   2.8750000    44.8750000  +2.616470e-09  -3.112370e-09      53.74 
   2.8750000    45.1250000  +2.884405e-10  -3.128823e-09      50.40 
   2.8750000    45.3750000  +5.020851e-10  -4.213872e-09      48.12 
   2.8750000    45.6250000  +5.313321e-10  -3.711989e-09      52.53 
   2.8750000    45.8750000  +2.565163e-10  -1.692251e-09      19.72 
   2.8750000    46.1250000  +3.151616e-10  -8.110970e-10      64.14 
   2.8750000    46.3750000  +8.220402e-10  -1.352790e-09      99.72 
   2.8750000    46.6250000  +2.887414e-09  -2.865898e-09     130.70 
   2.8750000    46.8750000  +9.686162e-09  -1.253192e-09      26.65 
   2.8750000    47.1250000  -6.108746e-10  -2.297387e-09      64.79 
   2.8750000    47.3750000  -6.744255e-10  -1.499229e-09      22.95 
   2.8750000    47.6250000  -1.854432e-09  -2.059560e-09      78.08 
   2.8750000    47.8750000  -5.070707e-10  -9.569645e-10      13.18 
   2.8750000    48.1250000  -1.226409e-10  -1.578340e-09      41.94 
   2.8750000    48.3750000  -3.506317e-10  -3.127926e-09      30.06 
   2.8750000    48.6250000  -2.840498e-10  -3.346457e-09      43.87 
   2.8750000    48.8750000  +9.636213e-10  -3.397700e-09      77.79 
   2.8750000    49.1250000  +2.414968e-09  -2.691097e-09      92.52 
   2.8750000    49.3750000  +2.141805e-09  -1.720948e-09      98.25 
   2.8750000    49.6250000  +2.302821e-09  -2.123155e-09      94.53 
   2.8750000    49.8750000  -2.075514e-10  -1.185087e-09     109.35 
   2.8750000    50.1250000  +9.529564e-10  -1.743334e-09      67.73 
   2.8750000    50.3750000  +1.623223e-09  -4.057286e-09      61.17 
   2.8750000    50.6250000  +5.193019e-10  -1.010068e-09     161.47 
   2.8750000    50.8750000  +1.001943e-11  -7.342906e-10      94.92 
   2.8750000    51.1250000  -6.669903e-11  -6.601708e-10      96.33 
   2.8750000    51.3750000  -1.129046e-10  -5.982599e-10      98.39 
   2.8750000    51.6250000  +1.499960e-09  -7.788847e-09      82.93 
   2.8750000    51.8750000  +3.024784e-09  -2.558302e-09      75.25 
   2.8750000    52.1250000  +1.330574e-10  -6.912002e-10     106.28 
   2.8750000    52.3750000  +1.067961e-08  +4.189521e-11      37.35 
   2.8750000    52.6250000  +3.869796e-10  -3.622566e-10      86.41 
   2.8750000    52.8750000  +3.650659e-10  -3.231822e-10      85.45 
   3.1250000    42.1250000  +3.404475e-11  -7.458769e-09      94.80 
   3.1250000    42.3750000  +8.774598e-09  -4.995957e-09      74.20 
   3.1250000    42.6250000  +1.710843e-09  -6.314841e-09     117.50 
   3.1250000    42.8750000  +4.816087e-09  -4.972807e-09      59.62 
   3.1250000    43.1250000  -4.569394e-09  -1.858308e-08     103.16 
   3.1250000    43.3750000  +5.759008e-09  -4.871960e-09      64.11 
   3.1250000    43.6250000  +2.429940e-09  -2.633137e-09     120.77 
   3.1250000    43.8750000  +3.922786e-09  -2.407820e-09     177.96 
   3.1250000    44.1250000  +1.886690e-09  -3.570312e-09      29.65 
   3.1250000    44.3750000  +3.815130e-09  -2.218094e-09      67.15 
   3.1250000    44.6250000  +3.184976e-09  -7.363772e-11      68.77 
   3.1250000    44.8750000  +2.366161e-09  -3.588271e-09      43.04 
   3.1250000    45.1250000  +2.532057e-10  -1.974642e-09      51.80 
   3.1250000    45.3750000  -1.834060e-09  -3.800989e-09      55.84 
   3.1250000    45.6250000  -6.050499e-11  -4.977361e-09      60.29 
   3.1250000    45.8750000  -1.770891e-09  -4.399392e-09      86.26 
   3.1250000    46.1250000  -7.901485e-10  -3.342509e-09     107.19 
   3.1250000    46.3750000  +1.405442e-09  -1.764099e-09      78.90 
   3.1250000    46.6250000  +2.256611e-09  -9.526358e-10      80.68 
   3.1250000    46.8750000  -6.643351e-11  -4.425476e-10     136.70 
   3.1250000    47.1250000  +2.704460e-10  -1.795305e-09      19.26 
   3.1250000    47.3750000  -4.543629e-10  -1.452042e-09     164.28 
   3.1250000    47.6250000  -5.922563e-10  -2.403720e-09      17.21 
   3.1250000    47.8750000  +3.544424e-10  -2.222399e-09      47.48 
   3.1250000    48.1250000  +3.278575e-10  -2.903855e-09      55.52 
   3.1250000    48.3750000  -5.091212e-10  -3.129769e-09      42.95 
   3.1250000    48.6250000  -2.294420e-13  -3.420979e-09      60.19 
   3.1250000    48.8750000  +1.064731e-09  -4.467025e-09      71.02 
   3.1250000    49.1250000  +1.820673e-09  -3.253861e-09      85.38 
   3.1250000    49.3750000  +2.477548e-09  -3.359940e-09      87.63 
   3.1250000    49.6250000  +1.599025e-09  -1.960240e-09      91.52 
   3.1250000    49.8750000  +1.231137e-09  -1.531241e-09      93.10 
   3.1250000    50.1250000  +2.367684e-09  -1.311411e-09      99.49 
   3.1250000    50.3750000  +2.101773e-09  -4.151277e-09     168.53 
   3.1250000    50.6250000  +8.421238e-10  -1.982269e-09      58.06 
   3.1250000    50.8750000  -5.814306e-11  -8.613075e-10      89.19 
   3.1250000    51.1250000  +7.711493e-10  -7.654778e-09      70.93 
   3.1250000    51.3750000  +3.699280e-09  -7.369905e-09      86.81 
   3.1250000    51.6250000  +1.279137e-10  -8.320820e-10     102.18 
   3.1250000    51.8750000  +1.077822e-10  -7.763809e-10     103.92 
   3.1250000    52.1250000  +4.518547e-09  -1.475722e-09      68.51 
   3.1250000    52.3750000  +3.977731e-10  -4.419954e-10      86.04 
   3.1250000    52.6250000  +3.780254e-10  -3.906789e-10      85.23 
   3.1250000    52.8750000  +3.589297e-10  -3.465734e-10      84.32 
   3.3750000    42.1250000  +7.912244e-09  -1.419821e-09      79.72 
   3.3750000    42.3750000  +3.178877e-09  -8.212464e-09     121.89 
   3.3750000    42.6250000  +1.697349e-09  -5.713630e-09     121.61 
   3.3750000    42.8750000  +1.874622e-09  +4.578705e-11      87.64 
   3.3750000    43.1250000  +4.042463e-09  -6.814022e-09      26.56 
   3.3750000    43.3750000  +1.146209e-08  -3.466170e-09      37.19 
   3.3750000    43.6250000  +4.871969e-09  +5.932836e-10      60.52 
   3.3750000    43.8750000  +2.207283e-09  -3.091714e-09     126.22 
   3.3750000    44.1250000  +3.226286e-10  -5.658023e-09     138.90 
   3.3750000    44.3750000  +1.409325e-09  -1.961457e-09      71.52 
   3.3750000    44.6250000  +6.886177e-09  -1.476850e-09      66.50 
   3.3750000    44.8750000  +1.521350e-09  -4.122575e-09     161.56 
   3.3750000    45.1250000  +9.242365e-10  -2.073803e-09      27.31 
   3.3750000    45.3750000  -4.700325e-10  -5.352338e-09      52.50 
   3.3750000    45.6250000  -1.763617e-10  -6.466477e-09      71.05 
   3.3750000    45.8750000  -1.418685e-09  -1.005267e-08     115.84 
   3.3750000    46.1250000  +1.147597e-09  -5.575798e-09      66.39 
   3.3750000    46.3750000  +1.988054e-09  -1.474052e-09      76.29 
   3.3750000    46.6250000  +1.204554e-09  -7.237436e-09      88.00 
   3.3750000    46.8750000  +3.040297e-10  -2.675551e-10      15.69 
   3.3750000    47.1250000  -4.020536e-10  -1.884991e-09       9.95 
   3.3750000    47.3750000  -1.249059e-09  -8.120030e-09      87.59 
   3.3750000    47.6250000  +1.193519e-10  -1.442119e-09      37.43 
   3.3750000    47.8750000  -1.228618e-09  -2.744508e-09      84.69 
   3.3750000    48.1250000  -2.817229e-10  -2.829242e-09      52.82 
   3.3750000    48.3750000  -1.581858e-10  -4.082758e-09      57.59 
   3.3750000    48.6250000  +1.216896e-09  -4.796020e-09      69.06 
   3.3750000    48.8750000  +4.772699e-10  -5.007965e-09      68.58 
   3.3750000    49.1250000  +2.222625e-09  -4.875242e-09      80.13 
   3.3750000    49.3750000  +1.557354e-09  -2.648078e-09      87.47 
   3.3750000    49.6250000  +1.452336e-09  -1.447196e-09     101.55 
   3.3750000    49.8750000  +2.410598e-09  -7.041992e-10     131.86 
   3.3750000    50.1250000  +2.659026e-09  -1.433027e-09     151.66 
   3.3750000    50.3750000  +2.313097e-09  -8.887614e-10     139.99 
   3.3750000    50.6250000  +2.558402e-09  -2.696622e-09     153.10 
   3.3750000    50.8750000  +3.374475e-09  +5.260987e-10     106.35 
   3.3750000    51.1250000  +7.321184e-09  -2.982354e-10     166.82 
   3.3750000    51.3750000  +8.146163e-09  -3.965054e-10     166.69 
   3.3750000    51.6250000  +8.886836e-09  -4.741637e-10     166.58 
   3.3750000    51.8750000  +5.852259e-11  -8.160381e-10     103.04 
   3.3750000    52.1250000  +1.133814e-08  +2.490663e-09      22.79 
   3.3750000    52.3750000  +3.849962e-10  -4.727335e-10      84.84 
   3.3750000    52.6250000  +3.694126e-10  -4.159117e-10      84.07 
   3.3750000    52.8750000  +3.531636e-10  -3.673436e-10      83.21 
   3.6250000    42.1250000  +2.412855e-09  -3.115367e-09      62.14 
   3.6250000    42.3750000  +4.314843e-09  -2.447866e-09      71.46 
   3.6250000    42.6250000  +2.786248e-09  -2.403084e-09      80.02 
   3.6250000    42.8750000  +2.244919e-09  +2.066387e-09     127.80 
   3.6250000    43.1250000  +1.743057e-08  -4.436985e-09      13.34 
   3.6250000    43.3750000  +9.918099e-09  -5.713558e-09      36.51 
   3.6250000    43.6250000  +3.309576e-09  +9.067744e-10      38.77 
   3.6250000    43.8750000  +1.016995e-09  -5.914619e-09     131.30 
   3.6250000    44.1250000  +7.408606e-10  -4.958152e-10     127.81 
   3.6250000    44.3750000  +6.904602e-09  -7.370454e-10      59.33 
   3.6250000    44.6250000  +7.477320e-10  -1.903176e-09      33.37 
   3.6250000    44.8750000  +2.206879e-09  -4.618212e-10     128.03 
   3.6250000    45.1250000  +4.341480e-09  -1.230390e-09       4.97 
   3.6250000    45.3750000  -6.870149e-10  -5.116780e-09      23.93 
   3.6250000    45.6250000  -4.831917e-09  -6.122441e-09     165.78 
   3.6250000    45.8750000  +5.562566e-09  -8.716846e-09      78.33 
   3.6250000    46.1250000  -2.065192e-09  -4.577982e-09      60.70 
   3.6250000    46.3750000  +2.254035e-09  -7.338984e-10     112.91 
   3.6250000    46.6250000  +4.884522e-09  -3.440584e-09      47.89 
   3.6250000    46.8750000  -5.368206e-10  -1.435728e-09     121.30 
   3.6250000    47.1250000  +1.669446e-09  -3.238981e-09     137.47 
   3.6250000    47.3750000  +5.432865e-09  -2.577862e-09      21.20 
   3.6250000    47.6250000  -7.660427e-10  -1.540512e-09     132.23 
   3.6250000    47.8750000  -6.958637e-10  -1.837855e-09      62.82 
   3.6250000    48.1250000  +1.261381e-10  -2.443398e-09      66.74 
   3.6250000    48.3750000  +1.078682e-10  -3.117926e-09      67.02 
   3.6250000    48.6250000  +8.137390e-10  -3.668458e-09      72.16 
   3.6250000    48.8750000  +6.849518e-10  -4.246563e-09      71.33 
   3.6250000    49.1250000  +8.884888e-10  -4.119678e-09      73.41 
   3.6250000    49.3750000  +8.405160e-10  -3.684894e-09      74.05 
   3.6250000    49.6250000  +5.256260e-10  -3.171016e-09      66.48 
   3.6250000    49.8750000  +5.167549e-10  -3.124775e-09      69.53 
   3.6250000    50.1250000  +5.413812e-10  -2.639860e-09      70.66 
   3.6250000    50.3750000  -3.466251e-10  -2.051973e-09      74.81 
   3.6250000    50.6250000  +3.072756e-09  -3.325175e-09      72.87 
   3.6250000    50.8750000  -1.065540e-10  -1.605478e-09      75.49 
   3.6250000    51.1250000  -1.580418e-10  -1.438272e-09      77.12 
   3.6250000    51.3750000  -1.836092e-10  -1.303835e-09      78.89 
   3.6250000    51.6250000  +3.981276e-09  -2.764591e-09     119.11 
   3.6250000    51.8750000  +1.081264e-08  -5.847821e-10      23.74 
   3.6250000    52.1250000  +2.845303e-09  -1.056891e-09     103.30 
   3.6250000    52.3750000  +3.859954e-09  -4.999885e-10     153.59 
   3.6250000    52.6250000  +4.142712e-09  -5.591479e-10     153.92 
   3.6250000    52.8750000  +3.481794e-10  -3.850576e-10      82.10 
   3.8750000    42.1250000  +3.342847e-09  +1.484803e-09     171.86 
   3.8750000    42.3750000  +3.921361e-09  +1.212930e-09     158.35 
   3.8750000    42.6250000  +3.839530e-09  +2.194744e-10     179.07 
   3.8750000    42.8750000  +1.468960e-08  +4.862343e-10      21.10 
   3.8750000    43.1250000  +2.226720e-09  +3.042376e-11      92.61 
   3.8750000    43.3750000  -4.191258e-09  -5.784452e-09      61.80 
   3.8750000    43.6250000  -2.094419e-10  -6.930346e-09     115.76 
   3.8750000    43.8750000  +2.634193e-09  -2.006594e-09     145.33 
   3.8750000    44.1250000  +3.163910e-09  +1.555600e-09      94.99 
   3.8750000    44.3750000  +3.099140e-09  +6.940220e-10     102.97 
   3.8750000    44.6250000  +7.346709e-10  -3.790465e-09       9.52 
   3.8750000    44.8750000  +6.273236e-09  +3.042732e-10      75.68 
   3.8750000    45.1250000  +7.294332e-09  -5.442802e-09     147.17 
   3.8750000    45.3750000  +6.670232e-09  -9.503917e-09     165.39 
   3.8750000    45.6250000  -4.533667e-11  -4.327304e-09     140.72 
   3.8750000    45.8750000  +5.636575e-09  -1.022563e-08     115.23 
