Long [deg],  Lat[deg],    Ve[m/yr],  Vn[m/yr],  SVe[m/yr], SVn[m/yr], angle[deg],    Name
 2.5000000  53.0000000   -0.00000   0.00011     0.000030    0.000013    0.0 
 3.0000000  41.0000000   -0.00016  -0.00019     0.000071    0.000162    0.0 
 3.0000000  41.5000000    0.00008  -0.00019     0.000184    0.000180    0.0 
 3.0000000  42.0000000    0.00005  -0.00022     0.000155    0.000155    0.0 
 3.0000000  42.5000000   -0.00008  -0.00001     0.000119    0.000211    0.0 
 3.0000000  43.0000000   -0.00001   0.00007     0.000221    0.000073    0.0 
 3.0000000  43.5000000    0.00009   0.00002     0.000072    0.000054    0.0 
 3.0000000  44.0000000   -0.00000  -0.00001     0.000056    0.000047    0.0 
 3.0000000  44.5000000   -0.00001   0.00003     0.000040    0.000162    0.0 
 3.0000000  45.0000000    0.00004   0.00006     0.000087    0.000200    0.0 
 3.0000000  45.5000000    0.00009  -0.00003     0.000058    0.000061    0.0 
 3.0000000  46.0000000    0.00018  -0.00012     0.000077    0.000102    0.0 
 3.0000000  46.5000000    0.00010  -0.00010     0.000243    0.000073    0.0 
 3.0000000  47.0000000    0.00017  -0.00004     0.000090    0.000085    0.0 
 3.0000000  47.5000000    0.00018  -0.00013     0.000075    0.000047    0.0 
 3.0000000  48.0000000    0.00019  -0.00022     0.000111    0.000082    0.0 
 3.0000000  48.5000000    0.00030  -0.00028     0.000087    0.000075    0.0 
 3.0000000  49.0000000    0.00034  -0.00029     0.000065    0.000049    0.0 
 3.0000000  49.5000000    0.00027  -0.00024     0.000084    0.000054    0.0 
 3.0000000  50.0000000    0.00023  -0.00021     0.000083    0.000052    0.0 
 3.0000000  50.5000000    0.00011  -0.00011     0.000061    0.000033    0.0 
 3.0000000  51.0000000    0.00007  -0.00010     0.000065    0.000030    0.0 
 3.0000000  51.5000000    0.00001  -0.00005     0.000032    0.000013    0.0 
 3.0000000  52.0000000    0.00002   0.00007     0.000034    0.000024    0.0 
 3.0000000  52.5000000    0.00000   0.00010     0.000032    0.000020    0.0 
 3.0000000  53.0000000   -0.00001   0.00012     0.000030    0.000014    0.0 
 3.5000000  41.0000000   -0.00007  -0.00016     0.000148    0.000123    0.0 
 3.5000000  41.5000000   -0.00010  -0.00015     0.000131    0.000110    0.0 
 3.5000000  42.0000000   -0.00013  -0.00016     0.000147    0.000148    0.0 
 3.5000000  42.5000000   -0.00025  -0.00004     0.000087    0.000069    0.0 
 3.5000000  43.0000000   -0.00033   0.00010     0.000069    0.000060    0.0 
 3.5000000  43.5000000    0.00009   0.00000     0.000066    0.000050    0.0 
 3.5000000  44.0000000   -0.00003   0.00009     0.000043    0.000057    0.0 
 3.5000000  44.5000000    0.00000   0.00005     0.000187    0.000175    0.0 
 3.5000000  45.0000000    0.00002   0.00015     0.000056    0.000178    0.0 
 3.5000000  45.5000000    0.00007  -0.00001     0.000210    0.000232    0.0 
 3.5000000  46.0000000    0.00004  -0.00009     0.000091    0.000229    0.0 
 3.5000000  46.5000000    0.00008  -0.00007     0.000245    0.000101    0.0 
 3.5000000  47.0000000    0.00014  -0.00005     0.000092    0.000075    0.0 
 3.5000000  47.5000000    0.00012  -0.00014     0.000100    0.000070    0.0 
 3.5000000  48.0000000    0.00013  -0.00019     0.000113    0.000083    0.0 
 3.5000000  48.5000000    0.00018  -0.00021     0.000096    0.000082    0.0 
 3.5000000  49.0000000    0.00020  -0.00018     0.000075    0.000052    0.0 
 3.5000000  49.5000000    0.00017  -0.00016     0.000086    0.000055    0.0 
 3.5000000  50.0000000    0.00016  -0.00015     0.000082    0.000052    0.0 
 3.5000000  50.5000000    0.00014  -0.00016     0.000063    0.000065    0.0 
 3.5000000  51.0000000    0.00001  -0.00004     0.000034    0.000014    0.0 
 3.5000000  51.5000000   -0.00001  -0.00004     0.000032    0.000013    0.0 
 3.5000000  52.0000000    0.00000   0.00009     0.000034    0.000024    0.0 
 3.5000000  52.5000000   -0.00001   0.00011     0.000032    0.000021    0.0 
 3.5000000  53.0000000   -0.00002   0.00012     0.000031    0.000015    0.0 
 4.0000000  41.0000000    0.00001  -0.00011     0.000085    0.000123    0.0 
 4.0000000  41.5000000   -0.00008  -0.00013     0.000128    0.000158    0.0 
 4.0000000  42.0000000   -0.00010  -0.00002     0.000135    0.000140    0.0 
 4.0000000  42.5000000   -0.00022   0.00003     0.000189    0.000110    0.0 
 4.0000000  43.0000000   -0.00021   0.00012     0.000119    0.000077    0.0 
 4.0000000  43.5000000   -0.00002   0.00003     0.000173    0.000047    0.0 
 4.0000000  44.0000000   -0.00001   0.00006     0.000040    0.000151    0.0 
 4.0000000  44.5000000    0.00004   0.00020     0.000067    0.000060    0.0 
 4.0000000  45.0000000    0.00017   0.00015     0.000067    0.000179    0.0 
 4.0000000  45.5000000   -0.00022  -0.00012     0.000099    0.000203    0.0 
 4.0000000  46.0000000   -0.00006  -0.00007     0.000083    0.000220    0.0 
 4.0000000  46.5000000    0.00019  -0.00004     0.000096    0.000098    0.0 
 4.0000000  47.0000000    0.00012  -0.00008     0.000065    0.000072    0.0 
 4.0000000  47.5000000    0.00006  -0.00010     0.000223    0.000042    0.0 
 4.0000000  48.0000000    0.00005  -0.00016     0.000111    0.000082    0.0 
 4.0000000  48.5000000    0.00005  -0.00010     0.000085    0.000076    0.0 
 4.0000000  49.0000000    0.00005  -0.00006     0.000069    0.000058    0.0 
 4.0000000  49.5000000    0.00007  -0.00005     0.000074    0.000058    0.0 
 4.0000000  50.0000000    0.00007  -0.00007     0.000082    0.000063    0.0 
 4.0000000  50.5000000    0.00009  -0.00011     0.000062    0.000064    0.0 
 4.0000000  51.0000000    0.00005  -0.00009     0.000062    0.000053    0.0 
 4.0000000  51.5000000    0.00006  -0.00003     0.000039    0.000047    0.0 
 4.0000000  52.0000000    0.00006  -0.00001     0.000061    0.000088    0.0 
 4.0000000  52.5000000    0.00006  -0.00000     0.000063    0.000093    0.0 
 4.0000000  53.0000000    0.00006   0.00000     0.000065    0.000097    0.0 
 4.5000000  41.0000000    0.00007  -0.00019     0.000094    0.000136    0.0 
 4.5000000  41.5000000    0.00003  -0.00015     0.000085    0.000123    0.0 
 4.5000000  42.0000000   -0.00003  -0.00009     0.000076    0.000109    0.0 
 4.5000000  42.5000000   -0.00022   0.00008     0.000084    0.000098    0.0 
 4.5000000  43.0000000   -0.00009   0.00012     0.000190    0.000074    0.0 
 4.5000000  43.5000000   -0.00020   0.00002     0.000156    0.000043    0.0 
 4.5000000  44.0000000    0.00003   0.00006     0.000137    0.000151    0.0 
 4.5000000  44.5000000    0.00002   0.00008     0.000130    0.000069    0.0 
 4.5000000  45.0000000    0.00018   0.00003     0.000142    0.000198    0.0 
 4.5000000  45.5000000    0.00002  -0.00001     0.000088    0.000218    0.0 
 4.5000000  46.0000000    0.00013   0.00009     0.000161    0.000080    0.0 
 4.5000000  46.5000000    0.00033  -0.00007     0.000072    0.000197    0.0 
 4.5000000  47.0000000    0.00015  -0.00009     0.000065    0.000072    0.0 
 4.5000000  47.5000000    0.00001  -0.00009     0.000085    0.000053    0.0 
 4.5000000  48.0000000    0.00004  -0.00009     0.000120    0.000089    0.0 
 4.5000000  48.5000000   -0.00007  -0.00000     0.000064    0.000054    0.0 
 4.5000000  49.0000000   -0.00006   0.00005     0.000067    0.000054    0.0 
 4.5000000  49.5000000   -0.00003   0.00005     0.000073    0.000057    0.0 
 4.5000000  50.0000000    0.00001  -0.00001     0.000058    0.000059    0.0 
 4.5000000  50.5000000   -0.00000  -0.00003     0.000057    0.000051    0.0 
 4.5000000  51.0000000    0.00004  -0.00005     0.000041    0.000058    0.0 
 4.5000000  51.5000000    0.00002   0.00001     0.000058    0.000082    0.0 
 4.5000000  52.0000000    0.00003   0.00002     0.000060    0.000087    0.0 
 4.5000000  52.5000000    0.00005  -0.00002     0.000053    0.000082    0.0 
 4.5000000  53.0000000    0.00005  -0.00002     0.000054    0.000086    0.0 
 5.0000000  41.0000000    0.00005  -0.00016     0.000102    0.000138    0.0 
 5.0000000  41.5000000   -0.00015  -0.00000     0.000096    0.000089    0.0 
 5.0000000  42.0000000   -0.00014   0.00000     0.000085    0.000079    0.0 
 5.0000000  42.5000000   -0.00016   0.00003     0.000096    0.000071    0.0 
 5.0000000  43.0000000   -0.00015   0.00005     0.000071    0.000133    0.0 
 5.0000000  43.5000000   -0.00014   0.00009     0.000144    0.000160    0.0 
 5.0000000  44.0000000   -0.00010   0.00007     0.000137    0.000156    0.0 
 5.0000000  44.5000000   -0.00008   0.00004     0.000223    0.000182    0.0 
 5.0000000  45.0000000    0.00005   0.00002     0.000244    0.000221    0.0 
 5.0000000  45.5000000    0.00008   0.00000     0.000243    0.000232    0.0 
 5.0000000  46.0000000    0.00016  -0.00003     0.000051    0.000198    0.0 
 5.0000000  46.5000000    0.00010  -0.00005     0.000212    0.000203    0.0 
 5.0000000  47.0000000    0.00018  -0.00014     0.000072    0.000060    0.0 
 5.0000000  47.5000000    0.00004  -0.00009     0.000117    0.000050    0.0 
 5.0000000  48.0000000   -0.00004  -0.00005     0.000059    0.000052    0.0 
 5.0000000  48.5000000   -0.00026   0.00013     0.000057    0.000054    0.0 
 5.0000000  49.0000000   -0.00016   0.00016     0.000063    0.000052    0.0 
 5.0000000  49.5000000   -0.00012   0.00015     0.000070    0.000056    0.0 
 5.0000000  50.0000000   -0.00011   0.00009     0.000062    0.000053    0.0 
 5.0000000  50.5000000   -0.00005  -0.00000     0.000057    0.000051    0.0 
 5.0000000  51.0000000    0.00001  -0.00002     0.000041    0.000058    0.0 
 5.0000000  51.5000000    0.00001  -0.00000     0.000050    0.000073    0.0 
 5.0000000  52.0000000    0.00002  -0.00001     0.000051    0.000077    0.0 
 5.0000000  52.5000000    0.00003  -0.00000     0.000053    0.000081    0.0 
 5.0000000  53.0000000    0.00003  -0.00000     0.000054    0.000085    0.0 
 5.5000000  41.0000000   -0.00009  -0.00005     0.000062    0.000064    0.0 
 5.5000000  41.5000000   -0.00014   0.00003     0.000095    0.000061    0.0 
 5.5000000  42.0000000   -0.00000  -0.00002     0.000086    0.000058    0.0 
 5.5000000  42.5000000   -0.00004  -0.00002     0.000052    0.000056    0.0 
 5.5000000  43.0000000   -0.00006  -0.00004     0.000053    0.000074    0.0 
 5.5000000  43.5000000   -0.00011   0.00008     0.000106    0.000155    0.0 
 5.5000000  44.0000000   -0.00023   0.00005     0.000138    0.000175    0.0 
 5.5000000  44.5000000   -0.00020   0.00003     0.000215    0.000199    0.0 
 5.5000000  45.0000000   -0.00014   0.00000     0.000206    0.000214    0.0 
 5.5000000  45.5000000   -0.00006  -0.00007     0.000269    0.000092    0.0 
 5.5000000  46.0000000   -0.00000  -0.00002     0.000152    0.000250    0.0 
 5.5000000  46.5000000    0.00003  -0.00005     0.000076    0.000078    0.0 
 5.5000000  47.0000000    0.00015  -0.00010     0.000143    0.000083    0.0 
 5.5000000  47.5000000    0.00000   0.00004     0.000209    0.000165    0.0 
 5.5000000  48.0000000    0.00001  -0.00005     0.000238    0.000069    0.0 
 5.5000000  48.5000000   -0.00020   0.00010     0.000058    0.000054    0.0 
 5.5000000  49.0000000   -0.00023   0.00031     0.000091    0.000067    0.0 
 5.5000000  49.5000000   -0.00026   0.00033     0.000136    0.000119    0.0 
 5.5000000  50.0000000   -0.00021   0.00020     0.000161    0.000144    0.0 
 5.5000000  50.5000000   -0.00024   0.00018     0.000092    0.000143    0.0 
 5.5000000  51.0000000   -0.00027   0.00024     0.000040    0.000089    0.0 
 5.5000000  51.5000000   -0.00002   0.00001     0.000050    0.000072    0.0 
 5.5000000  52.0000000   -0.00000   0.00001     0.000051    0.000076    0.0 
 5.5000000  52.5000000    0.00001   0.00001     0.000052    0.000079    0.0 
 5.5000000  53.0000000    0.00002   0.00002     0.000053    0.000083    0.0 
 6.0000000  41.0000000   -0.00009  -0.00013     0.000055    0.000063    0.0 
 6.0000000  41.5000000   -0.00008  -0.00012     0.000052    0.000058    0.0 
 6.0000000  42.0000000   -0.00005   0.00002     0.000053    0.000107    0.0 
 6.0000000  42.5000000   -0.00004  -0.00000     0.000043    0.000060    0.0 
 6.0000000  43.0000000   -0.00003  -0.00000     0.000041    0.000055    0.0 
 6.0000000  43.5000000   -0.00016   0.00007     0.000064    0.000176    0.0 
 6.0000000  44.0000000   -0.00014   0.00005     0.000184    0.000194    0.0 
 6.0000000  44.5000000   -0.00023   0.00007     0.000184    0.000194    0.0 
 6.0000000  45.0000000   -0.00030  -0.00002     0.000163    0.000236    0.0 
 6.0000000  45.5000000   -0.00014   0.00002     0.000221    0.000066    0.0 
 6.0000000  46.0000000   -0.00009   0.00003     0.000263    0.000259    0.0 
 6.0000000  46.5000000   -0.00011   0.00008     0.000097    0.000243    0.0 
 6.0000000  47.0000000    0.00009   0.00007     0.000084    0.000253    0.0 
 6.0000000  47.5000000   -0.00001   0.00007     0.000201    0.000057    0.0 
 6.0000000  48.0000000   -0.00009   0.00002     0.000060    0.000089    0.0 
 6.0000000  48.5000000    0.00005  -0.00003     0.000066    0.000062    0.0 
 6.0000000  49.0000000   -0.00017   0.00034     0.000073    0.000058    0.0 
 6.0000000  49.5000000   -0.00025   0.00031     0.000113    0.000098    0.0 
 6.0000000  50.0000000   -0.00023   0.00017     0.000075    0.000114    0.0 
 6.0000000  50.5000000   -0.00022   0.00014     0.000119    0.000137    0.0 
 6.0000000  51.0000000   -0.00024   0.00021     0.000040    0.000086    0.0 
 6.0000000  51.5000000   -0.00024   0.00022     0.000039    0.000092    0.0 
 6.0000000  52.0000000   -0.00024   0.00024     0.000039    0.000098    0.0 
 6.0000000  52.5000000   -0.00025   0.00025     0.000039    0.000103    0.0 
 6.0000000  53.0000000   -0.00023   0.00026     0.000061    0.000057    0.0 
 6.5000000  41.0000000   -0.00008  -0.00008     0.000048    0.000056    0.0 
 6.5000000  41.5000000   -0.00007  -0.00007     0.000046    0.000052    0.0 
 6.5000000  42.0000000   -0.00004  -0.00009     0.000051    0.000049    0.0 
 6.5000000  42.5000000   -0.00005   0.00002     0.000055    0.000086    0.0 
 6.5000000  43.0000000   -0.00010   0.00009     0.000041    0.000046    0.0 
 6.5000000  43.5000000   -0.00015   0.00007     0.000070    0.000057    0.0 
 6.5000000  44.0000000   -0.00005   0.00003     0.000164    0.000210    0.0 
 6.5000000  44.5000000    0.00002   0.00017     0.000200    0.000063    0.0 
 6.5000000  45.0000000   -0.00005  -0.00001     0.000216    0.000259    0.0 
 6.5000000  45.5000000   -0.00034  -0.00005     0.000222    0.000093    0.0 
 6.5000000  46.0000000   -0.00012  -0.00000     0.000249    0.000279    0.0 
 6.5000000  46.5000000   -0.00010   0.00021     0.000126    0.000109    0.0 
 6.5000000  47.0000000   -0.00000   0.00012     0.000234    0.000110    0.0 
 6.5000000  47.5000000   -0.00003   0.00012     0.000211    0.000055    0.0 
 6.5000000  48.0000000   -0.00007  -0.00002     0.000084    0.000054    0.0 
 6.5000000  48.5000000    0.00016   0.00002     0.000069    0.000211    0.0 
 6.5000000  49.0000000   -0.00011   0.00015     0.000100    0.000067    0.0 
 6.5000000  49.5000000   -0.00017   0.00003     0.000061    0.000067    0.0 
 6.5000000  50.0000000   -0.00019   0.00006     0.000094    0.000107    0.0 
 6.5000000  50.5000000   -0.00019   0.00009     0.000116    0.000134    0.0 
 6.5000000  51.0000000   -0.00021   0.00018     0.000040    0.000083    0.0 
 6.5000000  51.5000000   -0.00022   0.00021     0.000040    0.000089    0.0 
 6.5000000  52.0000000   -0.00022   0.00023     0.000039    0.000094    0.0 
 6.5000000  52.5000000   -0.00017   0.00025     0.000067    0.000127    0.0 
 6.5000000  53.0000000   -0.00022   0.00028     0.000057    0.000047    0.0 
 7.0000000  41.0000000   -0.00007  -0.00015     0.000049    0.000054    0.0 
 7.0000000  41.5000000   -0.00008  -0.00008     0.000048    0.000069    0.0 
 7.0000000  42.0000000   -0.00007  -0.00004     0.000045    0.000062    0.0 
 7.0000000  42.5000000   -0.00008   0.00001     0.000043    0.000056    0.0 
 7.0000000  43.0000000   -0.00011   0.00005     0.000045    0.000142    0.0 
 7.0000000  43.5000000   -0.00006   0.00013     0.000062    0.000049    0.0 
 7.0000000  44.0000000    0.00004  -0.00007     0.000089    0.000109    0.0 
 7.0000000  44.5000000    0.00006  -0.00019     0.000213    0.000091    0.0 
 7.0000000  45.0000000    0.00014  -0.00006     0.000235    0.000277    0.0 
 7.0000000  45.5000000   -0.00005  -0.00014     0.000219    0.000094    0.0 
 7.0000000  46.0000000    0.00013   0.00027     0.000242    0.000285    0.0 
 7.0000000  46.5000000   -0.00009   0.00007     0.000234    0.000264    0.0 
 7.0000000  47.0000000   -0.00006   0.00027     0.000107    0.000112    0.0 
 7.0000000  47.5000000   -0.00017   0.00019     0.000058    0.000049    0.0 
 7.0000000  48.0000000    0.00014  -0.00006     0.000060    0.000047    0.0 
 7.0000000  48.5000000    0.00002  -0.00001     0.000205    0.000206    0.0 
 7.0000000  49.0000000   -0.00011  -0.00012     0.000068    0.000084    0.0 
 7.0000000  49.5000000   -0.00011  -0.00017     0.000066    0.000073    0.0 
 7.0000000  50.0000000   -0.00014  -0.00002     0.000094    0.000107    0.0 
 7.0000000  50.5000000   -0.00017   0.00011     0.000041    0.000074    0.0 
 7.0000000  51.0000000   -0.00018   0.00016     0.000040    0.000080    0.0 
 7.0000000  51.5000000   -0.00014   0.00021     0.000070    0.000071    0.0 
 7.0000000  52.0000000   -0.00016   0.00023     0.000062    0.000114    0.0 
 7.0000000  52.5000000   -0.00021   0.00027     0.000059    0.000063    0.0 
 7.0000000  53.0000000   -0.00022   0.00027     0.000061    0.000066    0.0 
 7.5000000  41.0000000   -0.00009  -0.00011     0.000049    0.000072    0.0 
 7.5000000  41.5000000   -0.00009  -0.00009     0.000046    0.000065    0.0 
 7.5000000  42.0000000   -0.00008  -0.00006     0.000045    0.000060    0.0 
 7.5000000  42.5000000   -0.00007  -0.00001     0.000046    0.000073    0.0 
 7.5000000  43.0000000   -0.00003   0.00014     0.000042    0.000069    0.0 
 7.5000000  43.5000000    0.00001   0.00009     0.000051    0.000077    0.0 
 7.5000000  44.0000000    0.00014  -0.00001     0.000087    0.000083    0.0 
 7.5000000  44.5000000    0.00027  -0.00022     0.000088    0.000098    0.0 
 7.5000000  45.0000000    0.00022  -0.00029     0.000213    0.000085    0.0 
 7.5000000  45.5000000    0.00006  -0.00005     0.000112    0.000293    0.0 
 7.5000000  46.0000000    0.00001   0.00043     0.000232    0.000125    0.0 
 7.5000000  46.5000000   -0.00009   0.00036     0.000229    0.000067    0.0 
 7.5000000  47.0000000   -0.00009   0.00034     0.000064    0.000052    0.0 
 7.5000000  47.5000000    0.00003   0.00030     0.000056    0.000053    0.0 
 7.5000000  48.0000000    0.00023   0.00006     0.000068    0.000060    0.0 
 7.5000000  48.5000000    0.00000  -0.00008     0.000207    0.000078    0.0 
 7.5000000  49.0000000   -0.00015  -0.00008     0.000143    0.000087    0.0 
 7.5000000  49.5000000   -0.00000  -0.00010     0.000196    0.000091    0.0 
 7.5000000  50.0000000   -0.00011  -0.00003     0.000098    0.000112    0.0 
 7.5000000  50.5000000   -0.00013   0.00008     0.000089    0.000094    0.0 
 7.5000000  51.0000000   -0.00013   0.00015     0.000065    0.000065    0.0 
 7.5000000  51.5000000   -0.00013   0.00022     0.000085    0.000090    0.0 
 7.5000000  52.0000000   -0.00013   0.00025     0.000089    0.000096    0.0 
 7.5000000  52.5000000   -0.00020   0.00026     0.000057    0.000062    0.0 
 7.5000000  53.0000000   -0.00019   0.00027     0.000062    0.000075    0.0 
 8.0000000  41.0000000   -0.00009  -0.00012     0.000047    0.000069    0.0 
 8.0000000  41.5000000   -0.00011  -0.00012     0.000040    0.000077    0.0 
 8.0000000  42.0000000   -0.00010  -0.00009     0.000040    0.000070    0.0 
 8.0000000  42.5000000   -0.00007  -0.00002     0.000040    0.000072    0.0 
 8.0000000  43.0000000   -0.00002   0.00007     0.000040    0.000072    0.0 
 8.0000000  43.5000000    0.00004   0.00018     0.000071    0.000083    0.0 
 8.0000000  44.0000000    0.00014   0.00018     0.000183    0.000086    0.0 
 8.0000000  44.5000000    0.00034  -0.00007     0.000171    0.000209    0.0 
 8.0000000  45.0000000   -0.00000  -0.00048     0.000139    0.000103    0.0 
 8.0000000  45.5000000   -0.00007  -0.00008     0.000163    0.000127    0.0 
 8.0000000  46.0000000   -0.00006   0.00019     0.000069    0.000148    0.0 
 8.0000000  46.5000000   -0.00007   0.00019     0.000065    0.000065    0.0 
 8.0000000  47.0000000   -0.00001   0.00029     0.000228    0.000127    0.0 
 8.0000000  47.5000000    0.00001   0.00032     0.000187    0.000065    0.0 
 8.0000000  48.0000000    0.00017   0.00018     0.000081    0.000057    0.0 
 8.0000000  48.5000000   -0.00001  -0.00009     0.000215    0.000074    0.0 
 8.0000000  49.0000000   -0.00002   0.00003     0.000157    0.000090    0.0 
 8.0000000  49.5000000   -0.00005  -0.00002     0.000114    0.000101    0.0 
 8.0000000  50.0000000   -0.00009   0.00004     0.000081    0.000085    0.0 
 8.0000000  50.5000000   -0.00011   0.00008     0.000071    0.000077    0.0 
 8.0000000  51.0000000   -0.00011   0.00016     0.000078    0.000081    0.0 
 8.0000000  51.5000000   -0.00012   0.00021     0.000080    0.000085    0.0 
 8.0000000  52.0000000   -0.00017   0.00024     0.000054    0.000057    0.0 
 8.0000000  52.5000000   -0.00015   0.00023     0.000053    0.000082    0.0 
 8.0000000  53.0000000   -0.00018   0.00023     0.000056    0.000088    0.0 
 8.5000000  41.0000000   -0.00011  -0.00014     0.000041    0.000087    0.0 
 8.5000000  41.5000000   -0.00011  -0.00015     0.000040    0.000069    0.0 
 8.5000000  42.0000000   -0.00010  -0.00013     0.000039    0.000055    0.0 
 8.5000000  42.5000000   -0.00006  -0.00004     0.000040    0.000069    0.0 
 8.5000000  43.0000000   -0.00003   0.00010     0.000085    0.000066    0.0 
 8.5000000  43.5000000    0.00006   0.00025     0.000074    0.000082    0.0 
 8.5000000  44.0000000    0.00017   0.00015     0.000067    0.000194    0.0 
 8.5000000  44.5000000    0.00014  -0.00002     0.000159    0.000093    0.0 
 8.5000000  45.0000000    0.00001  -0.00018     0.000125    0.000133    0.0 
 8.5000000  45.5000000   -0.00022   0.00006     0.000131    0.000189    0.0 
 8.5000000  46.0000000   -0.00014   0.00011     0.000242    0.000242    0.0 
 8.5000000  46.5000000   -0.00011   0.00001     0.000195    0.000076    0.0 
 8.5000000  47.0000000   -0.00005   0.00023     0.000153    0.000068    0.0 
 8.5000000  47.5000000   -0.00000   0.00031     0.000182    0.000083    0.0 
 8.5000000  48.0000000    0.00012   0.00023     0.000096    0.000069    0.0 
 8.5000000  48.5000000    0.00006   0.00010     0.000065    0.000058    0.0 
 8.5000000  49.0000000    0.00008   0.00013     0.000061    0.000062    0.0 
 8.5000000  49.5000000    0.00001  -0.00001     0.000076    0.000089    0.0 
 8.5000000  50.0000000   -0.00005   0.00003     0.000067    0.000072    0.0 
 8.5000000  50.5000000   -0.00006   0.00008     0.000074    0.000076    0.0 
 8.5000000  51.0000000   -0.00009   0.00015     0.000074    0.000077    0.0 
 8.5000000  51.5000000   -0.00009   0.00021     0.000048    0.000053    0.0 
 8.5000000  52.0000000   -0.00012   0.00022     0.000050    0.000072    0.0 
 8.5000000  52.5000000   -0.00015   0.00022     0.000052    0.000078    0.0 
 8.5000000  53.0000000   -0.00017   0.00021     0.000054    0.000085    0.0 
 9.0000000  41.0000000   -0.00010   0.00002     0.000049    0.000310    0.0 
 9.0000000  41.5000000   -0.00011  -0.00003     0.000046    0.000226    0.0 
 9.0000000  42.0000000   -0.00010  -0.00002     0.000043    0.000148    0.0 
 9.0000000  42.5000000   -0.00005   0.00018     0.000064    0.000194    0.0 
 9.0000000  43.0000000    0.00001   0.00036     0.000068    0.000215    0.0 
 9.0000000  43.5000000    0.00007   0.00046     0.000069    0.000369    0.0 
 9.0000000  44.0000000    0.00016   0.00014     0.000082    0.000182    0.0 
 9.0000000  44.5000000    0.00019   0.00022     0.000059    0.000156    0.0 
 9.0000000  45.0000000   -0.00009   0.00008     0.000077    0.000141    0.0 
 9.0000000  45.5000000   -0.00031   0.00021     0.000083    0.000158    0.0 
 9.0000000  46.0000000   -0.00029   0.00018     0.000078    0.000131    0.0 
 9.0000000  46.5000000   -0.00005   0.00002     0.000070    0.000109    0.0 
 9.0000000  47.0000000    0.00002   0.00028     0.000093    0.000206    0.0 
 9.0000000  47.5000000    0.00004   0.00034     0.000040    0.000092    0.0 
 9.0000000  48.0000000    0.00005   0.00025     0.000056    0.000067    0.0 
 9.0000000  48.5000000    0.00008   0.00019     0.000056    0.000087    0.0 
 9.0000000  49.0000000    0.00007   0.00009     0.000093    0.000058    0.0 
 9.0000000  49.5000000    0.00004  -0.00002     0.000080    0.000094    0.0 
 9.0000000  50.0000000   -0.00001   0.00002     0.000070    0.000072    0.0 
 9.0000000  50.5000000   -0.00004   0.00007     0.000072    0.000074    0.0 
 9.0000000  51.0000000   -0.00007   0.00014     0.000069    0.000072    0.0 
 9.0000000  51.5000000   -0.00007   0.00020     0.000047    0.000061    0.0 
 9.0000000  52.0000000   -0.00011   0.00022     0.000048    0.000066    0.0 
 9.0000000  52.5000000   -0.00014   0.00021     0.000051    0.000075    0.0 
 9.0000000  53.0000000   -0.00017   0.00020     0.000054    0.000082    0.0 
 9.5000000  41.0000000   -0.00005   0.00003     0.000089    0.000355    0.0 
 9.5000000  41.5000000   -0.00005   0.00005     0.000077    0.000288    0.0 
 9.5000000  42.0000000   -0.00003   0.00017     0.000064    0.000351    0.0 
 9.5000000  42.5000000   -0.00001   0.00036     0.000069    0.000390    0.0 
 9.5000000  43.0000000    0.00002   0.00058     0.000119    0.000586    0.0 
 9.5000000  43.5000000    0.00011   0.00074     0.000113    0.000555    0.0 
 9.5000000  44.0000000    0.00021   0.00100     0.000111    0.000556    0.0 
 9.5000000  44.5000000    0.00028   0.00090     0.000079    0.000462    0.0 
 9.5000000  45.0000000    0.00004   0.00080     0.000179    0.000325    0.0 
 9.5000000  45.5000000   -0.00011   0.00057     0.000351    0.000252    0.0 
 9.5000000  46.0000000   -0.00013   0.00009     0.000061    0.000116    0.0 
 9.5000000  46.5000000    0.00004  -0.00004     0.000096    0.000123    0.0 
 9.5000000  47.0000000    0.00004   0.00015     0.000082    0.000084    0.0 
 9.5000000  47.5000000    0.00006   0.00039     0.000042    0.000058    0.0 
 9.5000000  48.0000000    0.00002   0.00027     0.000046    0.000092    0.0 
 9.5000000  48.5000000    0.00005   0.00023     0.000042    0.000128    0.0 
 9.5000000  49.0000000    0.00008   0.00009     0.000041    0.000105    0.0 
 9.5000000  49.5000000    0.00005  -0.00004     0.000057    0.000057    0.0 
 9.5000000  50.0000000    0.00002  -0.00001     0.000069    0.000071    0.0 
 9.5000000  50.5000000   -0.00002   0.00003     0.000070    0.000072    0.0 
 9.5000000  51.0000000   -0.00001   0.00013     0.000046    0.000050    0.0 
 9.5000000  51.5000000   -0.00007   0.00021     0.000045    0.000053    0.0 
 9.5000000  52.0000000   -0.00010   0.00021     0.000051    0.000029    0.0 
 9.5000000  52.5000000   -0.00013   0.00019     0.000056    0.000015    0.0 
 9.5000000  53.0000000   -0.00016   0.00017     0.000061    0.000020    0.0 
10.0000000  41.0000000    0.00006   0.00041     0.000132    0.000645    0.0 
10.0000000  41.5000000    0.00004   0.00038     0.000124    0.000497    0.0 
10.0000000  42.0000000    0.00003   0.00040     0.000114    0.000453    0.0 
10.0000000  42.5000000   -0.00003   0.00049     0.000135    0.000604    0.0 
10.0000000  43.0000000   -0.00001   0.00078     0.000120    0.000622    0.0 
10.0000000  43.5000000    0.00008   0.00109     0.000112    0.000575    0.0 
